,trading_price,volume,spread,true_price,10_MA,50_MA
0,100.0,0.0,0.0,100.0,99.37,99.38
1,99.66,138.0,6.26,100.1,99.18,99.45
2,100.27,147.0,6.25,99.62,99.28,99.5
3,99.62,82.0,6.19,99.72,99.29,99.55
4,100.51,140.0,5.66,99.82,99.4,99.64
5,100.08,120.0,2.36,99.92,99.49,99.72
6,100.5,147.0,2.49,100.02,99.79,99.79
7,101.01,79.0,2.23,100.12,99.96,99.88
8,100.62,107.0,2.44,100.22,100.14,99.97
9,101.3,60.0,2.25,100.32,100.21,100.08
10,100.69,55.0,2.37,100.42,100.28,100.17
11,101.62,43.0,2.26,100.29,100.44,100.29
12,101.08,75.0,1.96,100.39,100.58,100.36
13,101.68,58.0,2.13,98.2,100.72,100.42
14,101.19,52.0,1.94,97.75,100.88,100.48
15,101.8,86.0,2.12,97.85,101.01,100.53
16,101.1,42.0,1.94,97.95,101.11,100.57
17,101.59,63.0,2.17,98.05,101.22,100.62
18,101.47,94.0,1.96,98.15,101.27,100.65
19,100.77,26.0,1.74,98.25,101.28,100.65
20,101.6,59.0,2.43,98.35,101.31,100.7
21,100.78,15.0,1.98,98.45,101.32,100.69
22,101.51,56.0,2.23,98.55,101.31,100.68
23,100.9,24.0,1.73,98.65,101.29,100.68
24,101.7,46.0,1.86,98.75,101.29,100.68
25,101.63,97.0,1.96,98.85,101.33,100.69
26,101.05,21.0,1.62,98.95,101.26,100.68
27,101.78,30.0,1.61,99.33,101.33,100.72
28,101.12,13.0,1.57,99.25,101.28,100.75
29,101.9,27.0,1.77,99.35,101.32,100.8
30,101.54,51.0,1.77,99.45,101.4,100.85
31,102.1,30.0,1.83,99.68,101.45,100.87
32,101.13,27.0,1.71,99.78,101.48,100.89
33,102.1,34.0,2.05,99.88,101.54,100.91
34,101.15,16.0,1.71,99.98,101.57,100.9
35,102.04,29.0,2.05,100.08,101.6,100.92
36,101.36,8.0,1.93,100.18,101.57,100.91
37,101.9,25.0,1.93,100.28,101.66,100.93
38,101.58,28.0,1.93,100.38,101.64,100.95
39,101.91,36.0,1.95,100.48,101.72,100.97
40,101.3,10.0,1.47,100.51,101.66,100.97
41,101.98,26.0,1.95,100.61,101.7,100.98
42,101.92,52.0,1.95,100.59,101.68,101.03
43,101.8,25.0,1.74,100.69,101.75,101.08
44,102.3,26.0,1.95,100.79,101.77,101.14
45,101.33,21.0,1.83,100.89,101.79,101.18
46,102.26,8.0,1.95,100.99,101.81,101.27
47,101.84,21.0,1.82,101.09,101.86,101.32
48,102.28,29.0,1.94,101.24,101.9,101.39
49,102.26,39.0,1.94,101.34,101.97,101.42
50,102.75,20.0,1.94,101.44,102.05,101.47
51,101.8,10.0,1.82,101.54,102.1,101.51
52,102.69,7.0,1.94,101.64,102.17,101.57
53,103.18,40.0,1.94,101.74,102.3,101.63
54,102.21,21.0,1.83,101.84,102.34,101.68
55,102.94,10.0,1.86,101.94,102.4,101.73
56,102.71,24.0,1.92,102.04,102.54,101.78
57,103.27,21.0,1.94,102.14,102.64,101.84
58,102.32,19.0,1.73,101.91,102.69,101.87
59,103.22,8.0,1.92,102.01,102.78,101.92
60,102.54,6.0,1.92,102.11,102.81,101.94
61,103.32,21.0,1.94,102.21,102.87,101.99
62,102.35,14.0,1.77,102.31,102.93,102.0
63,103.23,15.0,1.96,102.41,102.98,102.04
64,103.67,36.0,1.94,102.42,103.03,102.08
65,102.7,0.0,1.46,102.5,103.08,102.11
66,103.55,13.0,1.94,102.6,103.14,102.14
67,103.77,47.0,1.94,102.7,103.25,102.19
68,102.8,15.0,1.82,102.8,103.2,102.21
69,103.64,18.0,1.96,102.9,103.33,102.25
70,103.54,28.0,1.82,103.0,103.36,102.31
71,103.76,19.0,1.94,103.1,103.48,102.35
72,103.88,38.0,1.94,103.2,103.54,102.41
73,102.91,20.0,1.83,103.3,103.6,102.44
74,103.96,2.0,1.98,103.4,103.67,102.5
75,103.01,20.0,1.86,103.5,103.6,102.53
76,103.94,12.0,1.84,103.53,103.72,102.58
77,103.69,18.0,1.88,103.63,103.73,102.63
78,104.41,12.0,1.9,103.73,103.79,102.68
79,103.46,18.0,1.77,104.13,103.86,102.73
80,104.39,11.0,1.84,104.23,103.94,102.78
81,104.51,53.0,1.96,104.33,104.04,102.84
82,103.56,33.0,1.86,104.43,104.02,102.87
83,104.53,7.0,1.87,104.53,104.08,102.94
84,103.61,52.0,1.86,104.63,104.15,102.97
86,104.61,3.0,1.44,104.65,104.22,103.04
87,103.69,60.0,1.96,104.75,104.29,103.07
88,104.68,4.0,1.48,104.85,104.36,103.14
89,104.07,56.0,1.94,104.95,104.4,103.18
90,105.01,14.0,1.84,105.05,104.46,103.25
91,104.4,41.0,1.94,105.15,104.55,103.3
92,105.33,10.0,1.75,105.25,104.64,103.38
93,104.72,41.0,1.84,105.35,104.66,103.43
94,105.67,8.0,1.84,105.96,104.87,103.51
95,105.05,66.0,1.94,106.06,104.92,103.58
96,105.99,13.0,1.79,106.16,105.16,103.65
97,105.09,67.0,1.96,106.26,105.21,103.73
98,106.04,8.0,1.84,106.28,105.44,103.81
99,105.54,69.0,1.94,107.0,105.53,103.88
100,106.53,2.0,1.75,107.1,105.78,103.96
101,107.02,67.0,1.94,107.36,105.98,104.06
102,107.37,94.0,1.99,107.46,106.28,104.15
103,106.87,142.0,2.0,107.09,106.43,104.25
104,107.79,9.0,1.84,107.19,106.74,104.35
105,107.12,48.0,1.9,107.29,106.88,104.43
106,108.02,15.0,1.91,107.39,107.18,104.55
107,107.5,42.0,1.64,107.21,107.33,104.64
108,108.15,28.0,1.96,107.31,107.64,104.75
109,107.25,39.0,1.84,107.41,107.76,104.83
110,108.18,23.0,2.04,107.51,108.02,104.95
111,107.82,35.0,1.64,107.61,108.15,105.04
112,108.43,32.0,1.96,107.72,108.29,105.16
113,107.51,38.0,1.84,107.83,108.3,105.24
114,108.45,5.0,1.92,107.94,108.46,105.36
115,107.67,54.0,1.88,108.35,108.45,105.45
118,108.66,2.0,1.75,108.34,108.6,105.55
119,108.53,65.0,1.88,108.45,108.65,105.67
120,109.23,29.0,1.96,108.56,108.82,105.78
121,108.34,35.0,1.97,108.67,108.84,105.87
