,trading_price,volume,spread,true_price,10_MA,50_MA
0,100.0,0.0,0.0,100.0,99.37,99.38
1,99.06,34.0,3.37,100.1,99.12,99.43
2,98.54,75.0,2.46,100.2,99.05,99.44
3,98.16,105.0,2.32,100.3,98.91,99.46
4,97.85,110.0,2.4,100.4,98.75,99.5
5,97.41,92.0,2.5,100.5,98.57,99.52
6,96.83,70.0,2.47,100.52,98.5,99.51
7,96.29,71.0,2.9,100.62,98.2,99.5
8,95.89,94.0,2.85,100.72,97.91,99.5
9,95.59,111.0,2.99,101.23,97.4,99.5
10,95.34,108.0,2.79,99.5,96.93,99.49
11,95.23,100.0,2.58,99.6,96.45,99.49
12,95.28,113.0,2.17,99.7,96.07,99.44
13,95.25,95.0,1.98,99.8,95.74,99.37
14,94.73,58.0,1.98,102.92,95.4,99.3
15,94.62,83.0,1.98,101.03,95.08,99.21
16,94.82,74.0,1.98,101.13,94.82,99.13
17,94.78,62.0,1.98,101.23,94.62,99.04
18,94.67,50.0,1.95,101.33,94.46,98.94
19,94.56,65.0,1.95,101.43,94.33,98.81
20,94.86,42.0,1.95,101.53,94.26,98.72
21,95.08,39.0,1.95,101.84,94.23,98.6
22,94.98,51.0,1.98,101.94,94.2,98.46
23,94.04,7.0,1.95,101.22,94.08,98.32
24,93.64,29.0,1.91,101.32,93.92,98.15
25,93.07,15.0,1.91,101.42,93.75,97.99
26,92.76,38.0,1.91,101.52,93.56,97.81
27,92.34,30.0,1.91,101.62,93.31,97.66
28,91.81,15.0,2.12,101.72,93.01,97.5
29,91.21,7.0,2.39,101.82,92.66,97.33
30,92.03,6.0,1.81,102.04,92.41,97.19
31,92.69,11.0,1.81,102.35,92.19,97.03
32,92.79,16.0,1.75,102.45,91.96,96.88
33,91.94,2.0,1.49,102.55,91.66,96.7
35,92.76,0.0,1.04,102.65,91.53,96.52
36,93.18,12.0,2.01,102.75,91.48,96.37
37,93.6,11.0,2.55,103.22,91.53,96.2
38,93.95,22.0,2.99,103.32,91.65,96.06
39,93.88,27.0,3.24,103.42,91.8,95.93
40,93.65,20.0,2.98,103.52,91.98,95.79
42,93.11,13.0,2.51,103.62,92.17,95.63
43,92.81,23.0,1.7,103.72,92.25,95.46
44,92.25,6.0,1.44,104.46,92.21,95.32
45,91.95,23.0,1.66,104.56,92.13,95.17
46,92.43,20.0,1.68,104.66,92.18,95.03
47,91.9,11.0,1.79,104.76,92.09,94.88
48,91.0,1.0,1.4,104.94,91.87,94.75
49,92.21,5.0,2.16,105.04,91.73,94.61
50,92.52,16.0,1.76,105.37,91.59,94.48
51,92.47,16.0,1.64,105.47,91.45,94.32
52,91.53,1.0,1.51,105.4,91.24,94.15
53,90.71,3.0,1.36,105.5,91.0,93.96
54,91.13,10.0,1.7,105.6,90.83,93.8
55,90.71,9.0,1.41,105.4,90.68,93.64
57,91.53,3.0,1.26,105.5,90.64,93.51
58,90.96,7.0,1.66,105.63,90.49,93.37
59,91.53,3.0,1.36,105.73,90.45,93.25
60,90.69,6.0,1.49,105.83,90.42,93.13
61,91.11,8.0,1.7,105.93,90.31,93.03
62,90.69,13.0,1.66,106.1,90.13,92.93
63,89.87,0.0,1.36,106.2,89.87,92.82
65,90.44,2.0,1.4,106.3,89.76,92.72
66,90.39,15.0,1.7,106.4,89.73,92.62
67,91.21,1.0,1.24,106.5,89.74,92.54
68,89.87,2.0,2.16,106.6,89.66,92.43
69,90.44,7.0,1.66,106.7,89.55,92.34
70,89.6,1.0,1.38,106.8,89.41,92.24
72,90.42,5.0,1.41,106.9,89.3,92.15
73,90.84,10.0,1.75,107.0,89.32,92.07
75,89.43,4.0,2.23,107.1,89.15,91.97
76,90.27,6.0,1.36,107.2,89.11,91.88
77,90.81,18.0,1.83,107.3,89.2,91.8
78,89.98,8.0,2.35,107.31,89.15,91.7
80,89.41,4.0,1.5,107.7,89.05,91.59
82,89.13,18.0,1.7,108.71,88.84,91.49
83,89.67,2.0,1.36,108.82,88.82,91.41
84,90.49,2.0,1.36,108.93,88.82,91.36
85,91.06,4.0,1.65,109.04,88.97,91.33
86,90.52,5.0,1.65,109.15,88.98,91.29
87,90.3,16.0,1.68,109.26,88.93,91.26
89,90.84,9.0,1.41,109.37,89.07,91.25
90,90.74,31.0,1.67,109.49,89.12,91.22
92,90.2,2.0,1.39,109.6,89.06,91.17
93,90.22999999999999,5.0,1.39,109.71,89.08,91.12
94,89.69,6.0,1.39,109.82,89.11,91.08
95,90.11,6.0,1.41,109.93,89.21,91.03
96,90.93,0.0,1.36,110.0,89.34,90.98
97,90.39,4.0,1.65,110.11,89.33,90.92
98,89.57,1.0,1.36,110.22,89.18,90.83
99,90.39,2.0,1.36,110.33,89.17,90.76
100,90.08,15.0,1.51,110.44,89.15,90.69
101,89.26,2.0,1.36,110.55,88.99,90.61
103,90.1,3.0,1.38,110.66,88.93,90.56
104,89.55,5.0,1.41,110.76,88.86,90.51
