,trading_price,volume,spread,true_price,10_MA,50_MA
0,100.0,0.0,0.0,100.0,99.37,99.38
1,99.75,67.0,3.33,100.1,99.19,99.45
2,99.98,79.0,3.11,100.2,99.26,99.49
3,100.32,105.0,3.46,100.3,99.34,99.56
4,100.39,109.0,3.68,100.4,99.43,99.65
5,99.93,54.0,3.46,100.5,99.5,99.72
6,100.27,104.0,1.97,100.6,99.78,99.78
7,101.12,37.0,1.98,100.7,99.96,99.87
8,101.51,46.0,2.71,100.57,100.23,99.98
9,102.11,70.0,1.94,100.67,100.38,100.11
10,101.12,27.0,1.87,100.77,100.49,100.21
11,101.99,32.0,1.88,100.44,100.69,100.34
12,102.18,69.0,1.94,100.54,100.93,100.43
13,101.24,30.0,1.88,100.64,101.06,100.48
14,101.98,48.0,1.94,100.74,101.23,100.55
15,102.57,67.0,1.94,100.71,101.45,100.62
16,101.63,31.0,1.91,100.81,101.62,100.67
17,102.32,48.0,1.94,100.91,101.82,100.73
18,102.51,82.0,1.94,101.01,101.96,100.78
19,101.69,9.0,1.8,101.74,101.98,100.8
20,102.51,33.0,1.88,101.84,102.02,100.87
21,102.89,56.0,1.94,101.94,102.2,100.9
22,101.95,34.0,1.89,102.04,102.2,100.9
23,102.35,10.0,1.77,102.14,102.22,100.92
24,102.98,48.0,1.88,102.24,102.39,100.94
25,102.05,42.0,1.91,102.34,102.4,100.96
26,103.0,2.0,1.57,102.44,102.44,100.99
27,102.07,41.0,1.91,102.54,102.48,101.03
28,103.0,13.0,1.89,102.64,102.55,101.1
29,103.95,1.0,1.77,102.74,102.69,101.19
30,103.01,10.0,1.89,102.84,102.82,101.27
31,103.41,20.0,1.83,102.94,102.91,101.32
32,103.19,21.0,1.34,103.04,102.94,101.38
33,103.53,24.0,1.85,103.14,103.1,101.43
34,103.93,31.0,1.89,103.24,103.26,101.47
35,104.52,50.0,1.94,103.34,103.41,101.54
36,103.62,2.0,1.55,103.44,103.57,101.57
37,103.92,25.0,1.77,103.34,103.66,101.63
38,104.11,49.0,1.94,103.63,103.86,101.7
39,104.18,27.0,1.85,103.57,103.98,101.77
40,103.8,18.0,1.85,103.67,103.96,101.82
41,104.39,36.0,1.91,104.3,104.1,101.88
42,105.02,38.0,1.89,104.4,104.26,102.0
43,104.09,39.0,1.91,104.5,104.35,102.09
45,104.92,25.0,1.88,104.6,104.49,102.2
46,105.52,40.0,1.91,104.7,104.65,102.33
47,104.58,12.0,1.62,104.8,104.66,102.47
48,105.4,28.0,1.87,104.9,104.84,102.59
49,105.47,46.0,1.94,105.0,105.0,102.72
50,105.66,36.0,1.94,105.1,105.16,102.82
51,104.75,20.0,1.85,105.2,105.22,102.91
52,105.48,31.0,1.91,105.3,105.39,103.02
53,106.31,21.0,1.89,105.2,105.58,103.15
54,105.71,3.0,1.85,105.3,105.65,103.26
55,106.61,24.0,1.88,105.4,105.9,103.39
56,105.68,33.0,1.91,105.5,105.98,103.5
57,106.31,27.0,1.87,105.72,106.06,103.63
58,106.61,36.0,1.94,105.82,106.26,103.76
59,105.67,18.0,1.91,105.92,106.29,103.85
60,106.27,27.0,1.91,106.02,106.37,103.95
61,106.67,8.0,1.77,106.25,106.47,104.04
62,105.74,40.0,1.94,106.35,106.57,104.13
63,106.65,7.0,1.82,106.45,106.69,104.22
64,107.03,6.0,1.02,106.55,106.76,104.32
65,106.1,35.0,1.91,106.98,106.8,104.42
66,107.01,4.0,1.85,107.08,106.84,104.52
67,107.61,45.0,1.65,107.18,107.03,104.62
68,106.68,22.0,1.87,107.28,107.07,104.72
69,107.5,1.0,1.72,107.38,107.16,104.82
70,107.9,4.0,1.72,107.48,107.38,104.93
71,108.28,1.0,0.78,107.58,107.58,105.06
72,108.31,6.0,1.02,107.69,107.74,105.18
73,107.38,28.0,1.89,107.8,107.9,105.27
74,108.2,22.0,1.91,107.91,108.06,105.4
75,108.6,24.0,1.91,108.02,108.22,105.52
76,107.69,10.0,1.85,108.13,108.38,105.61
77,108.64,4.0,1.58,108.24,108.54,105.74
78,107.71,30.0,1.89,108.74,108.55,105.83
79,108.63,15.0,1.91,108.85,108.74,105.96
80,109.01,29.0,1.84,108.96,108.89,106.08
81,108.08,19.0,1.82,109.07,108.91,106.16
82,109.01,11.0,1.87,109.18,108.98,106.28
83,108.08,32.0,1.89,107.5,108.96,106.37
84,108.04,45.0,2.05,107.6,109.03,106.47
85,108.95,16.0,2.04,107.71,109.1,106.58
86,108.0,5.0,1.86,107.82,109.04,106.66
87,108.93,22.0,2.09,107.93,109.16,106.75
88,108.92,33.0,1.89,108.04,109.19,106.86
89,107.97,0.0,1.22,108.15,109.22,106.94
90,108.92,12.0,2.23,108.26,109.25,107.04
91,108.99,19.0,1.89,108.37,109.25,107.14
92,108.39,10.0,1.25,108.48,109.28,107.23
93,109.33,12.0,1.89,108.29,109.31,107.33
94,108.4,27.0,1.91,108.4,109.34,107.4
95,109.35,6.0,1.69,108.53,109.47,107.51
96,109.28,8.0,1.85,108.64,109.5,107.6
97,108.9,4.0,1.55,108.75,109.59,107.67
98,109.63,33.0,1.91,108.86,109.66,107.77
99,108.7,15.0,1.88,108.97,109.64,107.84
100,109.65,11.0,2.0,108.75,109.81,107.92
101,108.75,65.0,1.85,108.86,109.79,107.98
102,109.7,9.0,2.1,108.97,109.86,108.08
103,108.83,62.0,1.85,109.08,109.9,108.15
104,109.78,8.0,2.12,109.19,109.94,108.22
105,108.88,76.0,1.91,109.3,109.99,108.28
106,109.87,7.0,2.16,109.32,110.04,108.35
107,108.97,64.0,1.65,109.43,110.01,108.42
108,109.96,9.0,2.13,109.54,110.12,108.49
109,109.18,101.0,1.94,109.65,110.08,108.54
110,110.11,8.0,1.91,109.96,110.22,108.63
111,109.41,101.0,1.89,110.07,110.2,108.69
112,110.28,2.0,1.81,110.18,110.35,108.76
115,110.76,27.0,1.81,110.29,110.46,108.86
116,110.06,91.0,1.91,110.64,110.58,108.93
117,110.99,9.0,1.91,110.75,110.7,109.01
118,110.3,86.0,1.88,110.86,110.84,109.09
120,111.23,8.0,1.89,110.97,110.98,109.17
121,110.54,84.0,1.91,111.08,111.14,109.23
122,111.36,4.0,1.72,111.19,111.28,109.32
125,111.43,59.0,1.88,110.9,111.5,109.4
126,111.91,16.0,1.85,111.01,111.68,109.48
127,111.84,30.0,1.43,111.12,111.92,109.55
128,112.62,33.0,1.94,111.23,112.15,109.64
129,111.75,24.0,1.91,111.34,112.25,109.73
130,112.23,23.0,1.84,111.45,112.47,109.81
131,111.89,55.0,1.94,111.51,112.56,109.88
132,112.8,26.0,1.89,111.62,112.81,109.98
133,111.86,10.0,1.89,111.73,112.87,110.04
134,112.44,13.0,1.58,112.06,113.06,110.13
135,112.78,18.0,1.21,112.17,113.2,110.21
136,112.71,66.0,1.94,112.28,113.33,110.28
137,113.61,25.0,1.62,112.39,113.5,110.39
138,112.67,11.0,1.89,112.5,113.58,110.46
139,113.07,13.0,1.58,112.61,113.62,110.56
140,113.45,41.0,1.94,112.87,113.79,110.67
141,113.33,57.0,1.94,112.98,113.9,110.76
142,114.25,18.0,1.82,113.09,114.14,110.88
143,113.31,11.0,1.89,113.6,114.19,110.97
144,114.21,19.0,1.91,113.71,114.42,111.08
145,114.25,60.0,1.94,113.82,114.6,111.21
146,113.38,67.0,1.94,113.93,114.66,111.3
147,114.32,4.0,1.91,113.8,114.82,111.41
148,113.39,18.0,1.89,113.91,114.8,111.51
149,114.3,13.0,1.91,114.02,114.96,111.61
150,115.19,29.0,1.72,113.71,115.17,111.75
151,114.25,10.0,1.91,113.82,115.25,111.85
152,114.59,19.0,1.84,113.93,115.38,111.96
153,113.96,17.0,1.89,114.04,115.35,112.06
154,114.74,16.0,1.85,114.15,115.49,112.16
155,114.36,46.0,1.94,114.52,115.5,112.27
156,115.29,16.0,1.88,114.63,115.6,112.38
157,114.34,7.0,1.88,114.74,115.7,112.49
158,115.29,5.0,1.88,115.39,115.8,112.6
159,114.38,50.0,1.89,115.5,115.9,112.71
160,115.29,13.0,1.91,115.61,116.0,112.82
161,114.51,74.0,1.87,115.86,115.93,112.93
162,115.4,4.0,1.79,115.97,116.04,113.04
163,115.52,89.0,1.91,116.41,116.13,113.17
164,116.04,48.0,1.84,116.39,116.34,113.29
165,116.62,29.0,1.83,116.5,116.53,113.44
166,117.35,11.0,1.82,116.61,116.83,113.58
167,116.47,3.0,1.85,116.72,116.95,113.72
168,117.29,4.0,1.57,117.03,117.24,113.86
169,117.69,41.0,1.89,116.94,117.48,114.0
170,116.76,7.0,1.91,117.32,117.72,114.13
172,117.7,2.0,1.85,117.01,117.96,114.26
173,116.81,12.0,1.91,117.12,118.19,114.39
174,117.72,18.0,2.22,116.98,118.42,114.52
175,116.82,15.0,1.91,117.43,118.55,114.65
177,117.75,10.0,1.91,117.54,118.72,114.78
178,117.82,25.0,1.89,117.65,118.84,114.91
179,117.94,20.0,1.91,117.76,118.9,115.03
180,118.52,2.0,1.48,117.87,119.1,115.16
183,117.6,2.0,1.78,117.99,119.13,115.26
184,118.55,2.0,1.72,118.11,119.22,115.4
185,118.24,6.0,1.85,118.23,119.37,115.52
186,119.14,13.0,1.91,118.35,119.51,115.66
188,118.19,4.0,1.89,118.47,119.65,115.77
189,119.12,15.0,1.89,118.7,119.79,115.92
190,118.76,43.0,1.91,119.08,119.98,116.05
191,119.58,3.0,1.44,119.03,120.16,116.19
192,118.67,4.0,1.85,119.15,120.24,116.31
193,119.6,13.0,1.91,119.29,120.41,116.43
194,118.67,22.0,1.89,121.51,120.42,116.55
195,119.6,7.0,1.87,121.63,120.62,116.68
198,120.33,31.0,1.91,121.72,120.8,116.82
199,121.21,8.0,1.8,121.84,121.1,116.98
200,121.94,19.0,1.91,121.96,121.38,117.13
201,122.34,19.0,1.95,122.17,121.8,117.31
202,122.92,5.0,2.1,122.29,122.18,117.48
203,121.48,6.0,2.36,122.41,122.45,117.62
204,122.42,5.0,1.91,122.53,122.73,117.8
205,121.86,34.0,1.81,122.45,123.05,117.95
206,122.6,38.0,1.91,122.57,123.35,118.13
207,122.04,27.0,1.4,122.69,123.69,118.28
208,122.92,25.0,1.99,122.92,124.02,118.43
209,122.09,34.0,1.91,123.04,124.2,118.59
210,123.43,5.0,2.26,123.16,124.42,118.77
211,122.53,10.0,1.82,123.28,124.48,118.94
212,123.6,2.0,1.97,123.4,124.61,119.12
213,122.7,10.0,1.91,123.52,124.59,119.29
215,123.69,6.0,1.99,123.64,124.81,119.46
216,122.77,5.0,1.89,124.11,124.84,119.63
217,123.71,6.0,1.89,124.23,125.02,119.8
218,124.31,18.0,1.87,124.35,125.19,120.0
219,124.62,6.0,1.25,124.47,125.45,120.19
222,125.51,5.0,1.91,124.59,125.71,120.41
224,124.58,2.0,1.87,124.71,125.96,120.59
225,125.49,17.0,1.91,124.76,126.17,120.79
227,124.89,21.0,1.94,124.88,126.41,120.97
228,125.2,15.0,1.77,125.0,126.57,121.14
229,126.1,24.0,1.82,125.12,126.91,121.32
231,125.11,2.0,1.88,125.08,127.05,121.49
232,126.01,19.0,1.91,125.2,127.37,121.66
233,125.43,34.0,1.94,125.32,127.54,121.81
234,126.3,27.0,1.91,125.44,127.74,122.0
236,125.35,10.0,1.89,125.56,127.81,122.15
237,126.3,4.0,1.59,125.72,127.89,122.34
238,125.39,6.0,1.61,125.84,127.97,122.49
239,126.33,7.0,1.88,125.96,128.05,122.68
240,126.91,3.0,1.4,126.08,128.25,122.86
242,125.92,3.0,1.89,126.2,128.32,123.02
243,126.74,2.0,1.38,126.32,128.38,123.2
244,126.43,37.0,1.91,126.25,128.51,123.36
245,126.83,25.0,1.76,126.37,128.59,123.54
246,126.53,41.0,1.94,126.49,128.7,123.7
247,127.44,19.0,1.89,126.61,128.81,123.88
249,126.5,15.0,1.91,126.73,128.93,124.03
250,127.41,14.0,1.91,126.85,129.04,124.21
251,127.03,39.0,1.94,126.79,129.2,124.37
252,127.61,8.0,1.47,126.91,129.33,124.55
253,126.67,2.0,1.83,127.07,129.31,124.69
254,127.62,0.0,1.22,127.19,129.48,124.87
255,128.2,3.0,1.53,127.31,129.63,125.04
256,127.26,10.0,1.89,127.42,129.71,125.21
257,128.19,11.0,1.91,127.54,129.85,125.38
258,127.79,37.0,1.94,127.66,129.98,125.53
259,128.74,6.0,1.47,127.78,130.11,125.68
260,127.8,9.0,1.91,127.83,130.24,125.8
261,128.73,5.0,1.85,127.95,130.37,125.93
262,128.33,41.0,1.94,128.1,130.5,126.04
263,129.28,0.0,1.25,128.23,130.67,126.2
267,128.34,10.0,1.88,128.36,130.84,126.32
268,129.29,2.0,1.25,128.49,131.01,126.47
269,128.35,9.0,1.91,128.62,131.02,126.58
273,129.3,9.0,1.91,128.92,131.22,126.73
274,128.37,42.0,1.89,129.05,131.24,126.84
275,129.3,10.0,1.87,129.18,131.39,126.98
276,128.37,28.0,1.88,129.31,131.35,127.08
277,129.36,3.0,1.91,129.44,131.51,127.22
278,128.49,24.0,1.49,129.38,131.49,127.32
279,129.42,5.0,1.91,129.51,131.6,127.45
281,128.49,30.0,1.91,129.64,131.52,127.55
284,129.4,4.0,1.84,128.87,131.63,127.68
285,129.09,45.0,1.94,129.28,131.61,127.79
286,129.91,41.0,1.88,129.41,131.77,127.9
288,128.97,9.0,1.89,129.54,131.74,127.99
289,129.79,3.0,1.85,130.33,131.88,128.08
291,130.61,2.0,1.72,130.15,132.01,128.2
292,129.67,5.0,1.87,130.28,132.14,128.28
293,130.61,4.0,1.89,130.41,132.26,128.39
294,129.7,26.0,1.91,130.54,132.38,128.48
295,130.62,12.0,1.89,130.63,132.5,128.57
296,129.71,26.0,1.91,130.76,132.62,128.66
297,130.64,6.0,1.91,130.89,132.74,128.75
298,129.77,50.0,1.87,131.02,132.81,128.84
299,130.71,2.0,1.82,131.15,132.89,128.93
300,131.01,49.0,1.84,131.28,133.09,129.04
301,130.31,48.0,1.91,131.41,133.14,129.12
302,131.24,5.0,1.91,131.54,133.2,129.24
