,trading_price,volume,spread,true_price,10_MA,50_MA
0,100.0,0.0,0.0,100.0,99.37,99.38
1,99.5,81.0,2.06,102.44,99.17,99.44
2,99.2,113.0,2.19,102.22,99.17,99.47
3,98.85,99.0,2.64,102.32,99.1,99.51
4,98.7,136.0,3.01,102.42,99.02,99.57
5,98.41,122.0,3.04,102.52,98.94,99.61
6,98.33,145.0,3.14,102.62,99.02,99.63
7,98.18,136.0,2.94,102.72,98.91,99.66
8,97.68,78.0,2.22,103.0,98.8,99.69
9,97.39,126.0,2.46,103.1,98.48,99.72
10,96.98,106.0,2.43,103.2,98.18,99.74
11,96.51,87.0,2.04,103.3,97.83,99.76
12,96.11,102.0,2.13,103.4,97.49,99.73
13,95.55,66.0,1.96,103.5,97.12,99.67
14,94.81,44.0,1.96,103.6,96.72,99.6
15,94.07,44.0,3.15,103.7,96.26,99.5
16,93.64,84.0,2.17,103.79,95.78,99.39
17,92.9,31.0,1.96,103.89,95.24,99.26
18,92.41,48.0,2.01,104.08,94.66,99.11
19,91.57,10.0,1.79,103.95,94.05,98.92
20,90.74,7.0,1.25,104.05,93.38,98.75
21,89.91,8.0,1.25,104.15,92.67,98.52
22,90.12,3.0,1.12,104.25,92.03,98.29
23,90.82,9.0,1.66,104.53,91.5,98.08
24,91.15,24.0,2.17,104.15,91.06,97.86
25,90.04,11.0,2.58,103.89,90.58,97.64
26,90.64,5.0,1.66,103.99,90.24,97.42
27,90.79,10.0,1.89,104.09,89.96,97.24
28,91.05,20.0,1.86,104.19,89.78,97.07
29,90.43,6.0,1.88,104.29,89.58,96.89
30,91.26,0.0,0.94,104.39,89.55,96.73
31,91.78,20.0,1.81,103.78,89.65,96.55
32,92.48,14.0,2.02,103.88,89.91,96.39
33,92.63,19.0,2.1,103.98,90.16,96.22
34,91.73,1.0,0.93,104.08,90.25,96.02
36,92.91,2.0,2.25,104.42,90.43,95.86
37,93.23,18.0,1.81,104.49,90.75,95.69
38,93.83,14.0,1.43,104.59,91.07,95.55
39,92.98,1.0,0.88,104.69,91.29,95.4
40,93.78,19.0,1.66,104.79,91.56,95.26
41,93.61,34.0,1.57,104.89,91.88,95.11
42,93.14,11.0,1.67,104.99,92.07,94.94
43,92.79,27.0,2.0,105.09,92.17,94.81
44,92.19,9.0,1.99,102.78,92.14,94.66
45,91.95,32.0,2.31,102.88,92.07,94.51
46,91.47,18.0,2.44,102.98,92.04,94.36
47,92.17,29.0,2.45,103.08,91.97,94.25
48,91.22,1.0,1.22,103.18,91.77,94.09
49,91.92,12.0,1.91,103.28,91.58,93.95
50,91.09,8.0,1.55,103.38,91.39,93.76
51,90.19,2.0,1.26,103.48,91.03,93.56
52,91.11,3.0,1.12,103.74,90.78,93.38
54,91.94,4.0,1.79,103.66,90.66,93.23
55,90.52,0.0,2.25,103.76,90.43,93.06
