,trading_price,volume,spread,true_price,10_MA,50_MA
0,100.0,0.0,0.0,100.0,99.37,99.38
1,99.27,55.0,2.07,100.1,99.15,99.44
2,98.49,38.0,2.45,102.7,99.08,99.45
3,97.87,65.0,3.27,102.8,98.91,99.47
4,97.33,86.0,3.78,102.9,98.7,99.5
5,96.79,99.0,4.02,103.52,98.46,99.51
6,96.2,82.0,4.11,103.61,98.33,99.49
7,95.62,97.0,3.53,104.02,97.96,99.47
8,94.94,60.0,2.7,104.12,97.57,99.45
9,94.19,48.0,2.19,104.15,96.92,99.42
10,93.5,52.0,2.18,104.25,96.27,99.37
11,92.82,54.0,2.08,104.35,95.55,99.32
12,91.87,11.0,1.96,104.27,94.81,99.2
13,91.18,35.0,2.0,104.37,94.08,99.05
14,90.54,39.0,2.0,104.47,93.35,98.89
15,89.59,4.0,1.27,104.57,92.58,98.7
16,90.53,10.0,1.85,104.67,91.95,98.53
17,89.56,2.0,1.25,104.39,91.29,98.33
18,90.49,3.0,1.83,104.49,90.78,98.14
19,90.87,23.0,2.49,104.59,90.37,97.94
20,91.14,34.0,2.87,104.69,90.06,97.78
21,90.38,22.0,2.86,104.79,89.75,97.56
22,91.23,7.0,1.85,104.89,89.59,97.35
23,91.93,21.0,2.27,104.99,89.6,97.17
24,91.08,18.0,2.51,105.09,89.59,96.95
25,92.08,3.0,1.85,105.19,89.74,96.77
26,92.58,12.0,1.85,105.29,90.04,96.59
27,91.68,2.0,1.15,105.39,90.16,96.43
31,92.81,2.0,2.27,105.49,90.48,96.29
32,93.51,15.0,1.94,105.59,90.78,96.17
33,92.61,8.0,1.91,104.08,90.95,96.04
34,93.54,5.0,1.13,104.18,91.19,95.89
35,93.31,12.0,1.78,104.28,91.48,95.75
36,93.04,9.0,1.53,104.64,91.66,95.59
37,93.42,32.0,1.44,104.74,91.81,95.42
38,93.11,32.0,1.85,104.96,92.01,95.27
39,92.72,32.0,1.85,105.06,92.07,95.09
40,92.45,51.0,1.85,105.16,92.06,94.92
41,91.66,12.0,1.82,104.85,92.06,94.74
42,91.29,43.0,2.38,104.76,91.91,94.55
43,90.57,19.0,2.31,107.01,91.62,94.34
45,92.06,4.0,2.34,107.11,91.56,94.15
46,91.15,12.0,1.85,107.21,91.32,93.99
47,90.34,17.0,1.94,107.31,91.02,93.81
48,91.19,2.0,1.83,107.41,90.84,93.64
50,91.21,31.0,1.94,107.51,90.62,93.48
51,91.23,28.0,1.94,107.61,90.43,93.35
52,90.38,13.0,1.38,109.42,90.2,93.17
53,91.28,2.0,1.75,112.8,90.08,93.02
54,91.155,19.0,1.78,112.91,90.03,92.83
55,90.17,3.0,1.84,113.02,89.92,92.63
56,90.96,4.0,1.74,113.13,89.96,92.45
57,90.01,2.0,1.85,113.24,89.76,92.26
58,90.86,1.0,1.7,113.35,89.73,92.11
59,90.96,19.0,1.71,113.46,89.79,91.97
61,90.38,18.0,1.99,113.57,89.71,91.83
62,90.7,4.0,1.7,113.68,89.66,91.71
63,91.06,7.0,1.79,113.79,89.64,91.61
65,90.21,11.0,2.0,113.9,89.62,91.5
66,91.06,0.0,1.01,114.01,89.6,91.42
68,90.12,10.0,2.0,114.12,89.5,91.34
69,90.97,2.0,1.12,114.23,89.58,91.29
70,89.86,2.0,1.96,114.48,89.47,91.23
71,90.31,5.0,1.56,114.59,89.5,91.2
72,89.46,1.0,1.7,114.7,89.36,91.17
73,90.03,13.0,1.79,114.81,89.27,91.16
74,89.21,2.0,1.67,114.92,89.15,91.15
75,88.36,2.0,1.25,115.03,88.92,91.11
77,88.74,7.0,1.76,115.14,88.69,91.09
79,88.47,9.0,1.7,115.25,88.52,91.05
84,87.62,2.0,1.7,113.02,88.18,90.98
85,87.255,2.0,1.23,113.27,87.89,90.9
87,87.81,3.0,1.71,113.38,87.57,90.85
88,86.98,11.0,1.85,113.49,87.28,90.76
89,87.6,9.0,1.79,113.6,87.01,90.67
92,86.29,2.0,2.16,113.71,86.69,90.57
94,85.44,1.0,1.13,113.82,86.23,90.44
95,86.24,1.0,1.65,113.71,85.93,90.31
96,85.29,2.0,1.05,113.82,85.62,90.18
97,84.44,0.0,0.99,113.93,85.19,90.01
99,84.71,6.0,1.45,115.25,84.81,89.83
100,84.35,11.0,1.79,115.26,84.48,89.66
122,83.55,2.0,1.74,117.25,84.11,89.46
127,84.49,2.0,1.29,117.36,83.78,89.28
140,82.49,2.0,2.94,117.47,83.33,89.07
153,82.8,1.0,1.25,117.58,82.85,88.86
158,81.86,3.0,1.88,117.69,82.41,88.64
159,80.92,0.0,1.18,117.8,81.96,88.4
196,81.66,2.0,1.68,117.92,81.5,88.18
220,80.17,3.0,2.43,118.04,80.99,87.95
221,79.8,1.0,0.86,118.16,80.53,87.72
222,79.09,0.0,0.94,121.74,79.97,87.49
223,78.41,1.0,0.99,121.86,79.38,87.22
234,77.35,3.0,2.0,121.98,78.76,86.94
237,76.66,2.0,1.63,122.08,77.98,86.67
247,75.84,2.0,1.76,122.2,77.32,86.36
248,74.96,3.0,1.82,122.09,76.54,86.04
258,74.01,3.0,1.89,122.19,75.76,85.7
259,73.03,2.0,1.92,122.31,74.97,85.35
267,72.02,1.0,1.95,121.62,74.01,84.96
268,70.97,0.0,1.98,121.7,73.09,84.56
269,69.98,2.0,1.93,121.82,72.11,84.16
274,68.91,2.0,2.01,121.94,71.09,83.72
280,67.84,2.0,2.01,122.06,70.03,83.28
299,66.76,2.0,2.02,122.18,68.97,82.8
330,65.7,1.0,2.0,122.3,67.87,82.29
331,64.58,0.0,2.06,122.42,66.74,81.77
336,63.47,3.0,2.05,122.54,65.59,81.23
337,62.33,0.0,2.14,122.66,64.42,80.66
338,61.18,0.0,1.33,122.78,63.24,80.08
339,60.04,1.0,1.46,122.9,62.04,79.46
340,58.85,1.0,1.64,123.02,60.83,78.83
341,57.66,3.0,1.84,121.27,59.6,78.16
342,56.43,3.0,2.07,121.39,58.35,77.49
343,56.845,7.0,5.39,121.51,57.25,76.82
345,54.14,0.0,3.65,121.38,55.99,76.11
346,56.23,3.0,2.84,121.5,55.04,75.43
360,52.29,2.0,4.88,121.62,53.81,74.69
361,55.01,0.0,2.94,121.74,52.96,74.02
375,51.06,3.0,4.89,121.86,51.83,73.27
376,53.82,0.0,2.91,121.98,51.09,72.58
380,49.91,3.0,4.85,122.1,50.08,71.83
381,52.78,0.0,3.07,121.91,49.47,71.14
391,48.67,2.0,5.05,122.03,48.57,70.36
392,51.91,0.0,3.43,122.15,48.12,69.66
399,47.39,1.0,5.46,122.27,47.17,68.86
400,51.08,0.0,3.87,122.72,46.86,68.16
