,trading_price,volume,spread,true_price,10_MA,50_MA
0,100.0,0.0,0.0,100.0,99.37,99.38
1,99.4,54.0,2.07,100.1,99.16,99.44
2,99.24,143.0,2.3,100.2,99.16,99.47
3,99.03,116.0,2.53,100.3,99.11,99.51
4,98.64,84.0,2.72,100.4,99.03,99.56
5,98.67,162.0,3.02,99.95,98.98,99.61
6,98.51,144.0,2.8,100.05,99.08,99.64
7,98.39,143.0,2.77,100.15,98.99,99.67
8,98.09,107.0,2.47,100.25,98.92,99.71
9,97.73,99.0,1.98,100.35,98.63,99.75
10,97.37,96.0,2.08,100.2,98.37,99.78
11,96.77,50.0,2.17,100.3,98.05,99.81
12,96.18,57.0,2.48,100.4,97.73,99.78
13,95.41,26.0,2.71,100.5,97.35,99.71
14,94.56,10.0,2.97,97.83,96.9,99.64
15,94.26,95.0,2.52,97.91,96.46,99.54
16,93.44,17.0,2.35,98.01,95.94,99.43
17,93.16,86.0,3.13,98.11,95.4,99.31
18,93.42,63.0,1.98,98.21,94.9,99.18
20,92.95,48.0,1.98,98.31,94.39,99.02
21,93.3,37.0,1.98,98.41,93.95,98.9
22,92.64,14.0,1.78,98.51,93.48,98.73
23,91.66,0.0,1.35,98.61,92.97,98.53
24,92.66,1.0,1.98,98.71,92.62,98.36
25,91.68,0.0,1.07,98.81,92.25,98.15
26,92.68,0.0,1.98,98.58,92.06,97.98
31,93.48,7.0,2.06,98.68,91.98,97.82
33,94.04,26.0,2.74,98.78,92.04,97.7
35,92.09,8.0,2.2,98.88,91.93,97.55
