,id,stock,bal,acc,flavour
0,id0,86,35.01999999999447,12215.199999999995,arb
1,id1,99,2.73000000000053,14024.1,arb
2,id2,99,2.960000000001898,14024.330000000002,arb
3,id3,99,54.68000000000255,14076.050000000001,arb
4,id4,0,10341.93,10341.93,arb
5,id5,4,10072.274999999996,10638.794999999996,arb
6,id6,93,77.23999999999882,13248.829999999998,arb
7,id7,94,69.95499999999251,13383.174999999992,arb
8,id8,0,10289.069999999992,10289.069999999992,arb
9,id9,15,8309.720000000005,10434.170000000006,arb
10,id10,99,29.73999999999984,14051.109999999999,arb
11,id11,53,3438.0250000000015,10944.415,arb
12,id12,99,39.99999999999949,14061.369999999999,arb
13,id13,95,39.34499999998822,13494.194999999989,arb
14,id14,98,58.540000000002294,13938.280000000002,arb
15,id15,45,4631.7100000000055,11005.060000000005,arb
16,id16,0,10319.065000000004,10319.065000000004,arb
17,id17,0,10506.554999999997,10506.554999999997,arb
18,id18,89,40.11000000000767,12645.180000000008,arb
19,id19,72,966.5800000000104,11163.940000000011,arb
20,id20,93,110.04500000000832,13281.63500000001,arb
21,id21,92,112.56499999999835,13142.524999999998,arb
22,id22,92,6.19999999999942,13036.159999999998,arb
23,id23,99,29.020000000001545,14050.390000000001,arb
24,id24,97,120.96999999999912,13859.079999999998,arb
25,id25,95,100.54499999999672,13555.394999999997,arb
26,id26,94,73.07000000000096,13386.29,arb
27,id27,95,47.21499999999827,13502.064999999999,arb
28,id28,0,10301.109999999995,10301.109999999995,arb
29,id29,99,40.33999999999948,14061.71,arb
30,id30,89,24.470000000018615,12629.540000000019,arb
31,id31,93,67.850000000014,13239.440000000013,arb
32,id32,98,71.3900000000022,13951.130000000003,arb
33,id33,0,10359.33,10359.33,arb
34,id34,99,43.89000000000132,14065.26,arb
35,id35,0,10325.189999999995,10325.189999999995,arb
36,id36,78,867.8699999999856,11915.009999999986,arb
37,id37,0,10422.065,10422.065,arb
38,id38,3,10071.535,10496.425,arb
39,id39,92,0.5099999999986977,13030.469999999998,chart
40,id40,92,95.18500000000205,13125.145,arb
41,id41,0,10280.269999999999,10280.269999999999,arb
42,id42,96,97.2800000000031,13693.760000000002,arb
43,id43,76,1817.0850000000028,12580.965000000002,chart
44,id44,85,758.7650000000027,12797.315000000002,chart
45,id45,97,8.825000000002277,13746.935000000001,arb
46,id46,92,91.44499999999192,13121.404999999992,arb
47,id47,14,9511.720000000025,11494.540000000025,val
48,id48,97,71.55000000000143,13809.66,arb
49,id49,88,95.31999999999655,12558.759999999995,arb
50,id50,11,9346.410000000029,10904.34000000003,val
51,id51,14,8662.695000000058,10645.515000000058,val
52,id52,7,9713.330000000018,10704.740000000018,val
53,id53,5,10982.689999999991,11690.839999999991,val
54,id54,88,64.0149999999843,12527.454999999984,arb
55,id55,7,9932.409999999954,10923.819999999954,noise
56,id56,0,10326.980000000001,10326.980000000001,arb
57,id57,43,5838.859999999989,11928.94999999999,noise
58,id58,97,49.04500000000324,13787.155000000002,arb
59,id59,1,11453.09000000001,11594.720000000008,noise
60,id60,0,10497.804999999991,10497.804999999991,arb
61,id61,3,10737.450000000004,11162.340000000004,noise
62,id62,6,10371.470000000012,11221.250000000013,noise
63,id63,97,75.924999999997,13814.034999999996,arb
64,id64,88,4.264999999981313,12467.70499999998,arb
65,id65,92,104.62500000000432,13134.585000000003,arb
66,id66,97,9.500000000003908,13747.610000000002,arb
67,id67,2,10338.894999999999,10622.154999999999,arb
68,id68,8,9565.025,10698.064999999999,noise
69,id69,72,2509.5599999999954,12706.919999999996,noise
70,id70,59,3856.720000000003,12212.890000000003,noise
71,id71,0,10233.72,10233.72,arb
72,id72,97,18.16499999999698,13756.274999999996,arb
73,id73,92,42.979999999995144,13072.939999999995,arb
74,id74,0,10586.134999999977,10586.134999999977,noise
75,id75,7,9675.780000000008,10667.190000000008,noise
76,id76,97,68.75000000000087,13806.859999999999,arb
77,id77,52,4394.259999999998,11759.019999999999,noise
78,id78,81,1551.7600000000052,13023.790000000005,noise
79,id79,0,10254.434999999989,10254.434999999989,arb
80,id80,97,8.865000000000961,13746.975,arb
81,id81,97,54.720000000002,13792.83,arb
82,id82,57,3944.989999999999,12017.899999999998,noise
83,id83,21,8381.949999999999,11356.179999999998,noise
84,id84,0,10758.399999999996,10758.399999999996,arb
85,id85,86,92.51999999997994,12272.69999999998,arb
86,id86,0,10727.749999999995,10727.749999999995,arb
87,id87,0,10498.224999999991,10498.224999999991,arb
88,id88,27,9067.905000000015,12891.915000000015,noise
89,id89,11,8793.769999999997,10351.699999999997,arb
90,id90,97,41.229999999997474,13779.339999999997,arb
91,id91,7,10100.96,11092.369999999999,noise
92,id92,77,1442.0999999999908,12347.609999999991,noise
93,id93,0,10319.229999999994,10319.229999999994,arb
94,id94,15,8985.844999999988,11110.294999999987,noise
95,id95,0,10474.584999999997,10474.584999999997,arb
96,id96,11,9438.404999999997,10996.334999999997,noise
97,id97,60,3976.0799999999977,12473.879999999997,noise
98,id98,56,4235.639999999998,12166.919999999998,noise
99,id99,20,8646.120000000012,11478.720000000012,noise
100,id100,0,11725.479999999998,11725.479999999998,lstm
101,id101,0,11532.054999999997,11532.054999999997,lstm
102,id102,4,9644.005000000028,10210.525000000029,lstm
103,id103,0,10477.469999999998,10477.469999999998,lstm
104,id104,0,11854.689999999999,11854.689999999999,lstm
105,id105,0,11927.8,11927.8,lstm
106,id106,0,11234.585000000005,11234.585000000005,lstm
