,trading_price,volume,spread,true_price,10_MA,50_MA
0,100.0,0.0,0.0,100.0,99.37,99.38
1,100.47,77.0,24.17,99.88,99.26,99.46
2,100.96,43.0,2.25,99.98,99.43,99.52
3,101.44,57.0,2.34,100.08,99.62,99.61
4,101.11,32.0,2.37,100.18,99.79,99.71
5,101.59,40.0,1.76,100.28,100.03,99.82
6,102.06,44.0,1.79,100.38,100.48,99.92
7,101.06,30.0,1.9,100.48,100.66,100.01
8,101.61,41.0,2.01,100.58,100.94,100.12
9,102.04,47.0,1.96,100.38,101.08,100.25
10,102.63,72.0,2.0,98.45,101.34,100.38
11,101.63,12.0,1.96,98.8,101.5,100.5
12,100.88,19.0,2.0,99.06,101.54,100.56
13,101.35,92.0,2.62,99.16,101.58,100.61
14,101.4,86.0,2.0,99.26,101.58,100.67
15,100.67,26.0,1.65,99.36,101.54,100.7
16,101.0,63.0,2.24,99.77,101.48,100.74
17,101.33,70.0,1.96,99.87,101.41,100.78
18,100.7,26.0,1.95,99.97,101.37,100.8
19,101.26,83.0,1.96,100.07,101.34,100.81
20,101.64,75.0,1.96,100.17,101.3,100.86
21,100.97,30.0,1.95,100.18,101.13,100.85
22,101.46,61.0,1.96,100.28,101.11,100.84
23,101.72,59.0,1.95,100.38,101.19,100.85
24,101.98,58.0,1.95,100.48,101.25,100.85
25,102.41,67.0,2.0,100.58,101.35,100.87
26,102.75,89.0,2.03,100.68,101.56,100.89
27,101.75,22.0,2.03,102.53,101.64,100.93
28,102.68,16.0,1.96,102.63,101.78,100.99
29,103.04,33.0,1.79,102.73,102.01,101.06
30,102.04,46.0,2.0,102.83,102.09,101.12
32,103.0,21.0,1.93,102.93,102.23,101.16
33,103.43,29.0,1.7,103.03,102.48,101.22
34,102.43,45.0,2.0,103.1,102.58,101.25
35,103.33,21.0,1.85,103.2,102.74,101.28
36,103.66,28.0,1.96,103.3,102.91,101.34
37,102.68,42.0,1.96,103.4,102.94,101.36
38,103.59,7.0,1.96,103.78,103.02,101.42
39,104.35,12.0,1.79,103.78,103.28,101.5
40,103.86,21.0,1.27,103.88,103.4,101.56
41,104.41,11.0,1.96,103.98,103.54,101.62
42,103.43,41.0,1.93,104.08,103.68,101.66
43,104.34,9.0,1.96,104.18,103.81,101.76
44,105.03,51.0,1.96,104.28,103.97,101.87
45,104.05,31.0,1.96,104.38,104.13,101.96
46,104.96,20.0,1.96,104.47,104.29,102.07
47,105.51,49.0,1.96,104.57,104.48,102.23
48,105.02,19.0,1.21,104.67,104.71,102.34
49,105.95,20.0,1.79,104.77,104.95,102.48
50,104.97,23.0,1.34,104.87,105.01,102.57
51,105.94,8.0,1.96,104.97,105.22,102.69
52,106.0,42.0,1.79,105.07,105.38,102.81
53,105.02,15.0,1.96,105.17,105.54,102.9
54,106.03,6.0,1.58,105.27,105.71,103.0
55,105.05,22.0,1.96,105.37,105.71,103.07
56,106.03,13.0,1.85,105.99,105.91,103.17
57,105.09,48.0,1.96,106.09,105.92,103.24
58,106.09,3.0,1.79,106.19,105.98,103.32
59,105.12,73.0,1.93,106.29,105.99,103.4
60,105.88,35.0,1.96,106.39,105.98,103.49
61,106.64,9.0,1.49,106.49,106.15,103.58
62,105.67,45.0,1.93,106.97,106.12,103.64
63,106.49,12.0,1.96,107.07,106.17,103.74
64,107.24,21.0,1.96,106.23,106.39,103.87
65,106.24,8.0,1.96,106.64,106.41,103.97
66,107.06,17.0,1.96,106.94,106.61,104.08
67,107.85,27.0,1.82,106.84,106.79,104.22
68,106.87,22.0,1.96,106.88,106.97,104.34
69,107.87,5.0,1.82,107.05,107.15,104.47
70,106.9,28.0,1.96,107.15,107.33,104.59
71,107.88,8.0,1.96,107.11,107.53,104.72
72,107.41,9.0,1.27,107.21,107.61,104.84
73,108.17,22.0,1.96,107.31,107.86,104.98
74,107.2,30.0,1.85,107.41,107.93,105.09
76,108.16,9.0,1.79,107.73,108.02,105.22
77,108.02,24.0,1.29,108.15,108.2,105.34
78,108.84,6.0,1.94,108.26,108.38,105.47
79,107.87,27.0,1.96,108.37,108.38,105.57
80,108.69,2.0,1.26,108.48,108.56,105.71
81,109.48,18.0,1.82,108.59,108.72,105.85
82,108.48,4.0,1.45,108.7,108.88,105.96
83,109.33,27.0,1.96,108.81,109.02,106.11
84,109.38,33.0,1.82,108.92,109.22,106.24
85,109.82,26.0,1.82,109.03,109.38,106.37
86,108.82,3.0,1.34,109.14,109.54,106.5
87,109.78,6.0,1.44,109.25,109.7,106.63
88,109.78,31.0,1.82,109.36,109.88,106.75
89,110.75,9.0,1.79,109.47,110.07,106.91
90,109.77,19.0,1.96,109.8,110.26,107.03
91,110.75,12.0,1.96,110.05,110.47,107.16
92,110.21,7.0,1.55,110.16,110.54,107.29
93,111.17,17.0,1.93,110.27,110.81,107.43
94,110.17,2.0,1.96,110.38,110.89,107.56
95,111.15,1.0,1.26,110.49,111.07,107.7
96,110.39,4.0,1.05,110.6,111.13,107.81
97,111.25,22.0,1.93,110.71,111.37,107.95
98,110.25,14.0,1.96,110.82,111.42,108.06
99,111.21,10.0,1.79,110.93,111.56,108.17
100,112.18,14.0,1.96,111.04,111.7,108.31
101,111.18,12.0,1.43,111.15,111.84,108.41
102,111.62,13.0,1.96,111.26,111.93,108.54
103,111.8,24.0,1.55,111.37,112.09,108.66
104,112.23,24.0,1.96,111.51,112.2,108.78
105,111.25,36.0,1.44,111.62,112.31,108.9
106,112.22,12.0,1.96,111.73,112.42,109.02
107,112.64,37.0,1.96,111.84,112.64,109.17
108,112.17,21.0,1.02,111.95,112.73,109.29
109,112.64,14.0,1.79,112.42,112.97,109.44
110,111.67,65.0,1.96,112.83,113.02,109.55
111,112.65,15.0,2.13,112.94,113.07,109.7
112,111.74,131.0,1.85,113.05,113.13,109.82
113,112.74,11.0,3.06,113.16,113.24,109.94
114,113.98,2.0,1.59,113.69,113.46,110.11
115,113.04,55.0,2.41,113.65,113.54,110.24
116,115.85,7.0,3.66,113.76,114.0,110.41
117,113.17,18.0,3.69,113.87,114.1,110.55
118,118.08,14.0,5.87,113.11,114.64,110.77
119,114.0,3.0,5.04,113.22,114.82,110.89
120,114.42,66.0,6.64,113.33,115.0,111.04
121,114.16,54.0,6.37,113.42,115.25,111.17
122,114.61,54.0,2.36,113.53,115.45,111.32
123,114.28,23.0,1.8,113.64,115.7,111.45
124,114.54,34.0,2.01,113.62,115.88,111.59
125,114.88,69.0,1.96,113.73,115.97,111.72
126,114.74,49.0,1.95,113.84,116.14,111.87
127,114.62,25.0,1.4,113.95,116.02,112.0
128,115.06,27.0,1.76,114.06,116.21,112.14
129,114.64,12.0,1.4,114.17,115.87,112.26
130,115.09,25.0,1.96,114.28,115.98,112.4
131,114.97,30.0,1.79,114.39,116.04,112.53
132,115.34,37.0,1.79,114.5,116.16,112.65
133,115.7,68.0,1.93,114.61,116.27,112.79
134,115.58,63.0,1.93,114.72,116.4,112.92
135,116.02,51.0,1.79,114.83,116.55,113.05
136,115.76,45.0,1.96,114.63,116.64,113.17
138,115.31,3.0,1.24,114.86,116.7,113.3
139,116.22,24.0,1.93,114.97,116.86,113.43
140,116.12,45.0,1.96,115.08,116.97,113.56
141,115.86,13.0,1.94,112.12,117.09,113.66
142,115.41,30.0,2.0,112.23,117.12,113.77
143,115.36,103.0,2.0,112.34,117.16,113.86
144,114.91,23.0,2.0,113.7,117.12,113.95
145,115.09,53.0,1.45,113.81,117.06,114.03
146,115.43,53.0,1.93,113.92,117.04,114.14
147,115.31,56.0,2.0,113.99,116.97,114.22
148,115.05,35.0,1.96,114.1,116.9,114.31
149,115.5,31.0,1.44,114.21,116.92,114.4
150,115.32,37.0,1.93,114.32,116.83,114.5
151,115.28,24.0,1.96,114.43,116.75,114.58
152,115.61,10.0,0.8,114.54,116.72,114.65
153,115.99,43.0,1.96,114.65,116.78,114.75
154,115.83,39.0,1.93,114.54,116.83,114.83
155,116.39,42.0,1.93,114.65,116.98,114.92
156,115.67,8.0,1.98,114.96,117.04,114.99
157,116.67,4.0,1.93,115.45,117.16,115.1
158,116.05,11.0,1.96,115.56,117.23,115.18
159,117.01,2.0,1.75,115.95,117.43,115.27
160,116.42,15.0,1.96,115.79,117.52,115.35
161,117.28,16.0,1.93,115.9,117.72,115.44
162,116.83,15.0,1.79,115.99,117.88,115.54
163,117.28,4.0,1.96,116.1,118.05,115.63
164,117.88,25.0,1.96,116.21,118.24,115.75
166,117.43,15.0,2.0,116.32,118.4,115.84
167,118.28,18.0,1.93,116.43,118.59,115.93
169,117.28,13.0,1.96,116.28,118.75,116.01
170,118.24,10.0,1.93,116.39,118.91,116.06
172,117.24,2.0,1.79,116.5,119.03,116.14
173,118.24,1.0,1.44,116.61,119.15,116.14
175,117.24,1.0,2.0,116.72,119.23,116.2
176,118.17,15.0,1.75,116.83,119.32,116.28
177,117.83,3.0,1.23,116.94,119.42,116.35
178,118.62,4.0,1.96,117.05,119.55,116.43
179,117.62,13.0,1.96,117.16,119.52,116.5
180,118.62,5.0,1.96,117.32,119.64,116.58
181,117.62,7.0,2.0,117.43,119.57,116.63
182,118.55,8.0,1.96,117.54,119.7,116.71
183,119.51,10.0,1.85,117.65,119.83,116.81
184,118.31,7.0,2.24,117.76,119.94,116.88
186,119.29,5.0,1.79,117.65,120.04,116.97
187,119.39500000000001,36.0,2.0,117.5,120.26,117.06
188,119.87,38.0,1.97,117.61,120.43,117.16
189,118.87,21.0,1.93,117.72,120.53,117.23
190,119.62,20.0,1.96,117.83,120.63,117.31
191,119.14,5.0,1.79,117.95,120.78,117.38
192,120.12,7.0,1.96,118.07,120.93,117.46
193,119.12,16.0,1.96,118.19,121.08,117.53
194,119.84,8.0,1.96,118.31,121.21,117.62
195,119.96,19.0,2.0,118.43,121.26,117.69
196,120.08,15.0,2.0,118.55,121.44,117.77
197,119.08,2.0,1.12,118.67,121.42,117.83
199,120.08,2.0,1.79,118.79,121.49,117.92
200,120.5,22.0,1.96,118.91,121.55,118.02
201,119.5,19.0,1.79,119.03,121.61,118.11
202,119.97,18.0,1.96,119.15,121.64,118.21
203,120.41,30.0,1.96,119.27,121.77,118.31
204,120.08,50.0,1.96,119.39,121.77,118.41
205,120.53,26.0,1.96,119.51,121.91,118.52
206,119.53,61.0,1.96,119.63,121.88,118.6
207,120.35,16.0,1.96,119.79,121.92,118.7
208,120.8,36.0,1.93,119.91,121.99,118.81
209,119.82,87.0,1.93,120.03,122.06,118.89
210,120.82,2.0,1.49,120.15,122.13,118.99
211,121.26,16.0,1.26,120.27,122.21,119.1
212,120.28,64.0,1.96,120.39,122.29,119.18
213,121.28,3.0,1.49,120.51,122.42,119.29
214,120.41,79.0,1.96,120.65,122.42,119.36
215,121.39,5.0,1.96,120.77,122.55,119.47
216,121.83,12.0,1.24,120.89,122.68,119.57
217,120.96,55.0,1.96,120.88,122.82,119.66
218,121.52,10.0,1.77,121.0,122.94,119.74
219,121.97,22.0,1.76,121.12,123.06,119.84
220,121.03,40.0,1.45,120.77,123.18,119.92
221,121.79,7.0,1.35,120.89,123.28,120.0
222,122.24,34.0,1.93,121.01,123.38,120.1
223,121.26,8.0,1.41,118.02,123.48,120.16
224,120.49,20.0,2.0,118.35,123.4,120.22
225,120.04,38.0,2.09,118.47,123.36,120.26
226,119.86,64.0,2.26,118.59,123.21,120.31
227,120.52,44.0,1.88,118.71,123.08,120.36
228,119.52,1.0,1.64,118.83,122.94,120.41
229,119.97,16.0,1.79,118.95,122.78,120.45
230,120.41,34.0,1.56,119.07,122.62,120.5
231,119.99,34.0,1.89,119.02,122.52,120.53
232,120.43,33.0,1.96,119.14,122.38,120.59
233,119.67,6.0,1.59,119.26,122.12,120.61
234,120.43,19.0,1.96,119.31,122.04,120.67
235,119.76,5.0,1.34,119.43,121.97,120.69
236,120.52,9.0,1.35,119.55,122.02,120.71
237,120.79,37.0,1.96,119.67,122.11,120.76
238,120.16,4.0,1.24,119.79,122.07,120.78
239,121.03,11.0,1.79,119.91,122.22,120.81
240,120.54,16.0,1.96,120.03,122.28,120.82
241,121.43,11.0,1.96,120.15,122.38,120.87
242,120.99,24.0,1.81,120.6,122.48,120.9
243,121.75,12.0,1.96,120.72,122.61,120.95
244,121.42,47.0,1.96,121.12,122.78,120.98
245,122.4,8.0,1.56,121.24,122.98,121.05
249,121.4,11.0,1.96,121.36,123.14,121.08
250,122.16,6.0,1.28,121.82,123.3,121.12
251,122.61,22.0,1.96,121.94,123.48,121.17
252,121.63,58.0,1.93,122.06,123.63,121.22
253,122.63,1.0,1.75,122.18,123.79,121.27
254,121.66,65.0,1.93,122.3,123.9,121.29
255,122.66,4.0,1.96,122.42,124.02,121.35
256,121.7,73.0,1.93,122.18,124.09,121.38
258,122.7,4.0,1.96,122.3,124.18,121.43
259,121.76,66.0,1.79,122.53,124.21,121.46
260,122.76,1.0,1.79,122.65,124.25,121.5
261,123.09,50.0,1.96,122.77,124.42,121.57
262,123.85,5.0,1.35,122.89,124.59,121.64
263,122.91,22.0,1.96,123.01,124.62,121.68
264,123.89,12.0,1.96,123.13,124.85,121.76
265,124.15,18.0,1.24,123.25,125.0,121.83
266,123.28,15.0,1.96,123.37,125.16,121.87
267,124.28,2.0,1.49,123.49,125.32,121.95
268,123.34,30.0,1.96,123.65,125.48,121.99
269,124.34,1.0,1.79,124.03,125.64,122.07
270,123.43,63.0,1.96,124.15,125.81,122.11
271,124.43,5.0,1.96,124.27,125.98,122.16
272,123.52,67.0,1.85,124.69,126.02,122.21
273,124.52,0.0,1.96,124.81,126.09,122.27
274,123.78,167.0,1.96,124.93,126.18,122.31
275,124.76,5.0,1.96,124.05,126.27,122.38
276,123.86,31.0,1.96,124.17,126.24,122.42
277,124.83,14.0,1.96,124.29,126.4,122.47
278,125.09,22.0,1.61,124.41,126.48,122.55
279,124.35,28.0,1.79,124.53,126.58,122.63
280,125.32,13.0,1.96,124.65,126.68,122.74
281,124.42,34.0,1.96,124.77,126.78,122.83
282,125.24,0.0,1.19,124.37,126.86,122.92
283,124.48,17.0,1.96,123.0,126.96,123.02
284,123.72,9.0,1.77,123.23,126.88,123.1
285,123.3,44.0,1.92,123.35,126.83,123.16
286,124.17,39.0,2.27,123.47,126.77,123.24
287,123.68,13.0,1.55,123.58,126.75,123.3
288,124.07,30.0,1.79,123.73,126.67,123.39
289,123.75,44.0,1.96,123.8,126.54,123.46
290,124.75,5.0,1.75,123.92,126.58,123.56
291,123.99,19.0,2.24,124.04,126.45,123.63
292,124.97,8.0,1.93,124.16,126.5,123.71
293,124.55,31.0,2.04,124.28,126.43,123.8
294,124.58,30.0,1.96,124.4,126.44,123.87
295,124.72,20.0,1.55,124.52,126.54,123.95
296,125.65,19.0,1.85,124.86,126.78,124.03
298,124.65,9.0,1.93,124.98,126.83,124.1
299,125.65,2.0,1.96,124.93,127.03,124.18
300,124.65,16.0,1.96,125.05,127.09,124.24
306,125.59,16.0,1.96,125.17,127.27,124.3
307,125.22,21.0,1.34,125.32,127.32,124.38
308,126.18,8.0,1.37,125.44,127.54,124.46
310,125.18,7.0,1.96,125.56,127.56,124.51
311,126.16,9.0,1.96,125.68,127.72,124.6
312,126.10499999999999,53.0,1.93,125.56,127.87,124.67
313,125.69,17.0,1.75,125.68,127.97,124.75
314,126.45,14.0,1.96,125.8,128.05,124.83
315,125.45,13.0,1.96,125.92,128.13,124.9
316,126.45,2.0,1.75,125.9,128.21,124.98
318,125.45,2.0,1.79,126.02,128.29,125.05
319,126.45,2.0,1.96,126.14,128.38,125.12
320,125.47,37.0,1.93,126.26,128.4,125.17
321,126.45,6.0,1.96,125.99,128.43,125.22
322,125.47,13.0,1.93,126.04,128.46,125.27
323,126.29,2.0,1.94,126.37,128.47,125.32
324,127.29,6.0,1.85,126.24,128.59,125.38
325,126.31,17.0,1.96,126.36,128.65,125.44
326,127.31,1.0,1.82,126.48,128.74,125.5
327,126.33,8.0,1.93,126.6,128.83,125.56
328,127.27,16.0,1.96,126.72,128.91,125.62
329,127.24,37.0,1.93,126.84,129.09,125.7
330,127.1,17.0,1.34,126.96,129.16,125.75
331,128.04,6.0,1.96,125.04,129.42,125.84
332,127.06,2.0,1.79,125.16,129.48,125.89
333,126.64,38.0,2.0,125.18,129.6,125.95
334,126.37,53.0,1.85,125.05,129.61,125.98
335,126.11,55.0,1.96,125.17,129.49,126.02
336,126.55,37.0,1.96,125.29,129.51,126.05
337,126.11,36.0,1.96,125.41,129.39,126.07
338,126.9,32.0,1.96,125.53,129.45,126.12
339,126.48,40.0,1.91,125.43,129.37,126.14
340,126.06,18.0,1.76,125.55,129.25,126.17
341,126.51,23.0,1.79,125.67,129.19,126.2
342,126.95,62.0,1.76,125.79,129.08,126.25
343,126.5,27.0,1.96,125.91,129.02,126.31
344,126.95,26.0,1.76,125.99,129.05,126.38
345,126.66,33.0,1.21,126.11,129.08,126.43
346,127.05,32.0,1.96,126.23,129.17,126.5
347,126.5,12.0,1.96,126.35,129.16,126.55
348,127.37,11.0,1.96,126.47,129.29,126.62
349,126.98,32.0,1.96,126.49,129.3,126.66
350,127.27,28.0,1.79,126.61,129.38,126.73
351,127.43,41.0,1.96,126.73,129.52,126.78
352,127.55,33.0,1.58,126.85,129.62,126.84
353,127.84,40.0,1.79,126.97,129.71,126.91
354,127.26,3.0,1.37,127.09,129.79,126.96
355,127.84,7.0,1.31,127.21,129.88,127.0
356,127.96,40.0,1.96,127.33,130.01,127.07
357,128.7,30.0,1.96,127.45,130.17,127.13
358,127.7,7.0,1.93,127.26,130.29,127.19
359,128.18,0.0,0.85,127.16,130.37,127.24
361,127.79,19.0,1.93,127.44,130.45,127.29
362,128.7,8.0,1.96,127.56,130.59,127.34
363,127.7,7.0,1.96,127.68,130.62,127.39
364,128.7,4.0,1.93,127.8,130.74,127.44
365,127.7,12.0,1.96,127.75,130.73,127.47
366,128.41,9.0,1.72,127.87,130.84,127.52
367,128.8,31.0,1.93,127.99,130.94,127.57
369,127.8,2.0,1.79,128.11,130.92,127.62
370,128.62,1.0,1.78,128.08,130.91,127.66
371,129.01,16.0,1.96,128.21,131.04,127.73
372,128.01,7.0,1.96,128.34,131.02,127.76
374,128.99,7.0,1.85,128.47,131.14,127.83
375,129.96,11.0,1.93,128.6,131.27,127.9
376,128.96,7.0,2.23,129.01,131.4,127.97
377,129.72,2.0,1.28,129.14,131.5,128.04
378,130.63,16.0,1.85,129.47,131.79,128.11
379,129.63,7.0,1.85,129.6,131.91,128.18
380,130.53,7.0,1.96,129.91,132.08,128.24
381,131.43,7.0,1.93,130.39,132.44,128.34
382,130.43,6.0,1.96,130.99,132.62,128.4
383,131.25,5.0,1.96,131.01,132.84,128.48
384,132.15,15.0,1.93,131.14,133.25,128.58
385,131.15,2.0,1.93,131.27,133.47,128.64
386,132.06,7.0,1.93,131.4,133.68,128.74
387,131.67,4.0,0.91,131.53,133.95,128.84
388,132.65,3.0,1.96,131.66,134.24,128.97
389,131.65,11.0,1.85,131.79,134.34,129.08
390,132.47,2.0,1.78,131.79,134.62,129.2
391,132.08,10.0,1.96,132.41,134.78,129.32
392,133.04,2.0,1.75,132.58,134.94,129.44
393,132.04,19.0,1.39,132.71,135.1,129.55
394,133.04,3.0,1.96,132.84,135.28,129.69
395,132.04,43.0,1.85,132.97,135.27,129.8
399,133.04,2.0,1.96,133.1,135.46,129.92
400,132.17,99.0,1.76,133.9,135.47,130.03
401,133.14,10.0,1.93,134.03,135.62,130.15
402,133.7,69.0,1.82,134.16,135.72,130.29
405,132.8,191.0,1.96,134.29,135.84,130.4
406,133.77,11.0,1.96,134.42,135.97,130.55
407,132.92,200.0,1.96,134.55,136.05,130.66
408,133.9,4.0,1.96,134.68,136.14,130.8
410,133.9,193.0,1.96,137.0,136.33,130.93
412,134.65,37.0,1.95,137.13,136.49,131.07
413,135.44,22.0,1.96,137.26,136.83,131.23
414,136.26,9.0,1.9,137.39,137.15,131.4
415,137.08,2.0,1.61,137.73,137.64,131.6
417,137.9,8.0,1.9,137.86,138.12,131.8
418,138.66,2.0,1.55,137.99,138.62,132.01
420,137.68,9.0,1.96,138.12,139.11,132.19
421,138.68,3.0,1.93,137.22,139.6,132.41
422,137.72,1.0,1.79,137.35,140.08,132.6
423,137.72,49.0,1.96,137.48,140.46,132.8
424,138.46,49.0,1.96,137.61,140.92,133.0
425,138.07,58.0,1.93,137.08,141.26,133.21
426,137.62,33.0,1.82,136.11,141.48,133.39
427,136.86,14.0,2.0,136.24,141.54,133.57
428,136.44,37.0,2.08,136.37,141.48,133.73
429,137.23,34.0,2.11,136.13,141.41,133.9
430,136.65,25.0,1.96,136.21,141.21,134.08
431,136.23,61.0,1.85,136.34,141.06,134.23
432,136.98,20.0,1.58,136.69,140.89,134.39
433,136.56,49.0,1.82,136.86,140.77,134.56
434,137.43,28.0,1.96,136.99,140.74,134.73
435,136.73,45.0,2.25,137.12,140.57,134.87
436,137.69,12.0,1.85,137.25,140.53,135.04
437,136.93,24.0,2.24,138.11,140.46,135.18
438,137.93,3.0,1.6,138.24,140.57,135.33
439,138.49,59.0,1.97,138.37,140.78,135.51
440,138.12,98.0,2.28,138.51,140.87,135.66
441,138.87,21.0,1.34,138.65,141.09,135.81
442,137.89,36.0,1.96,138.98,141.26,135.96
443,138.89,3.0,1.79,139.28,141.45,136.11
444,138.15,174.0,1.82,139.47,141.61,136.23
445,139.15,5.0,1.96,139.61,141.78,136.39
446,139.41,138.0,1.82,140.77,142.05,136.54
447,139.75,188.0,1.96,140.91,142.26,136.7
449,140.23,97.0,1.85,141.33,142.59,136.85
450,140.81,57.0,1.85,141.47,142.88,137.03
451,141.56,3.0,1.75,141.88,143.19,137.21
452,142.49,5.0,1.86,142.02,143.63,137.42
453,141.67,1.0,1.75,142.35,143.91,137.59
454,142.67,6.0,1.75,142.49,144.39,137.8
455,141.78,22.0,1.96,142.48,144.68,137.97
456,142.53,2.0,1.61,142.62,145.12,138.18
457,142.95,73.0,1.7,142.76,145.5,138.38
458,143.09,6.0,1.35,142.9,145.87,138.6
459,143.23,8.0,1.94,143.04,146.22,138.8
460,142.37,24.0,1.96,143.18,146.43,138.97
461,143.12,1.0,1.54,143.32,146.66,139.18
462,143.48,51.0,1.43,143.46,146.85,139.37
463,142.63,52.0,1.75,143.6,146.86,139.56
464,143.61,7.0,1.96,143.74,147.05,139.75
465,144.4,4.0,1.96,143.88,147.22,139.96
466,143.54,7.0,1.96,144.02,147.4,140.14
467,144.51,10.0,1.96,144.57,147.6,140.32
468,143.82,72.0,1.96,144.71,147.69,140.47
470,144.82,2.0,1.96,147.72,147.86,140.62
471,145.77,8.0,1.95,147.86,148.11,140.78
472,146.73,1.0,1.75,148.0,148.55,140.94
473,147.21,87.0,1.96,148.14,148.96,141.13
475,147.57,131.0,1.96,148.28,149.37,141.31
476,148.27,2.0,1.75,148.42,149.93,141.52
477,148.32,67.0,1.78,148.56,150.4,141.73
478,149.02,0.0,1.49,148.71,150.86,141.94
480,148.46,2.0,1.61,148.86,151.35,142.15
482,149.43,10.0,1.96,148.84,151.84,142.39
484,148.47,8.0,1.93,148.99,152.3,142.62
485,149.43,14.0,1.93,149.14,152.76,142.88
486,148.68,5.0,1.96,148.93,153.05,143.11
487,149.66,7.0,1.79,149.08,153.34,143.37
488,148.68,2.0,1.79,149.23,153.49,143.62
490,149.66,9.0,1.93,149.38,153.7,143.87
491,148.66,1.0,1.79,149.53,153.74,144.11
492,149.66,2.0,1.79,149.68,153.87,144.35
493,149.98,32.0,1.93,149.83,153.97,144.61
494,150.01,7.0,1.77,150.13,154.12,144.86
495,150.76,6.0,1.96,150.28,154.25,145.14
496,150.01,11.0,1.93,150.43,154.4,145.38
497,150.97,3.0,1.77,150.58,154.55,145.63
498,149.99,0.0,1.74,150.73,154.68,145.87
