,trading_price,volume,spread,true_price,10_MA,50_MA
0,100.0,0.0,0.0,100.0,99.37,99.38
1,100.55,85.0,4.63,100.11,99.27,99.46
2,99.94,98.0,4.99,100.18,99.34,99.5
3,100.84,45.0,4.46,100.44,99.47,99.58
4,101.43,97.0,4.33,100.54,99.67,99.69
5,101.01,127.0,2.89,100.64,99.85,99.79
6,101.89,40.0,2.1,100.74,100.29,99.89
7,102.12,120.0,2.73,100.84,100.57,100.0
8,101.15,36.0,2.0,101.45,100.8,100.1
9,102.68,12.0,2.67,101.27,101.0,100.24
10,101.68,23.0,2.3,101.37,101.17,100.35
11,102.69,25.0,2.47,100.97,101.44,100.49
12,101.82,18.0,2.0,101.07,101.57,100.57
13,102.93,33.0,2.67,101.17,101.87,100.65
14,101.94,14.0,2.09,101.27,101.98,100.72
15,102.94,33.0,2.52,101.37,102.13,100.8
16,101.95,27.0,2.0,101.47,102.22,100.86
17,103.23,27.0,2.61,101.57,102.35,100.94
18,102.24,12.0,2.23,101.67,102.36,100.99
19,103.21,33.0,2.3,101.77,102.57,101.04
20,102.71,66.0,2.0,101.66,102.57,101.11
21,103.49,38.0,1.99,101.76,102.75,101.15
22,102.5,3.0,1.18,101.86,102.73,101.16
23,103.46,33.0,2.21,101.96,102.89,101.21
24,103.85,99.0,1.99,102.34,102.98,101.25
25,102.86,11.0,1.68,102.44,103.07,101.28
26,103.79,27.0,2.18,102.54,103.16,101.32
27,104.46,86.0,1.99,102.64,103.41,101.41
28,103.38,2.0,1.1,102.74,103.42,101.48
29,104.25,36.0,1.99,106.52,103.62,101.57
30,105.16,30.0,1.58,106.62,103.82,101.69
31,104.17,111.0,2.35,106.72,103.97,101.76
