,id,stock,bal,acc,flavour
0,id0,101,50.37999999999899,9043.42,arb
1,id1,101,50.34999999999883,9043.39,arb
2,id2,2,9609.01,9787.09,chart
3,id3,24,7510.8449999999975,9647.804999999997,chart
4,id4,10,8812.85,9703.25,chart
5,id5,34,6547.6500000000015,9575.010000000002,chart
6,id6,0,9830.409999999993,9830.409999999993,chart
7,id7,0,9853.589999999993,9853.589999999993,chart
8,id8,0,9830.129999999992,9830.129999999992,chart
9,id9,3,9482.000000000002,9749.120000000003,chart
10,id10,6,9233.344999999998,9767.584999999997,chart
11,id11,0,9808.369999999999,9808.369999999999,chart
12,id12,10,8868.964999999997,9759.364999999996,chart
13,id13,0,9808.119999999999,9808.119999999999,chart
14,id14,28,7143.970000000001,9637.090000000002,chart
15,id15,0,9853.589999999993,9853.589999999993,chart
16,id16,0,9830.129999999992,9830.129999999992,chart
17,id17,0,9749.939999999997,9749.939999999997,chart
18,id18,0,9797.57,9797.57,chart
19,id19,16,8251.604999999998,9676.244999999997,chart
20,id20,12,8660.214999999998,9728.694999999998,chart
21,id21,1,9642.585,9731.625,chart
22,id22,9,8940.425,9741.785,chart
23,id23,0,9831.46,9831.46,chart
24,id24,0,9830.479999999994,9830.479999999994,chart
25,id25,23,7602.954999999997,9650.874999999996,chart
26,id26,40,5975.580000000001,9537.18,chart
27,id27,29,7033.469999999999,9615.63,chart
28,id28,0,9813.169999999996,9813.169999999996,chart
29,id29,0,9820.829999999994,9820.829999999994,chart
30,id30,0,9818.639999999996,9818.639999999996,chart
31,id31,45,5479.17,9485.970000000001,chart
32,id32,0,9817.809999999996,9817.809999999996,chart
33,id33,0,9737.545,9737.545,chart
34,id34,14,8479.714999999998,9726.274999999998,chart
35,id35,0,9823.909999999994,9823.909999999994,chart
36,id36,35,6461.440000000001,9577.840000000002,chart
37,id37,0,9757.649999999998,9757.649999999998,chart
38,id38,0,9853.589999999993,9853.589999999993,chart
39,id39,26,7336.410000000002,9651.45,chart
40,id40,0,9758.269999999997,9758.269999999997,chart
41,id41,0,9821.849999999993,9821.849999999993,chart
42,id42,37,6257.380000000001,9551.86,chart
43,id43,36,6369.770000000001,9575.210000000001,chart
44,id44,45,5484.01,9490.810000000001,chart
45,id45,44,5578.31,9496.07,chart
46,id46,39,6073.100000000001,9545.660000000002,chart
47,id47,29,7034.370000000002,9616.530000000002,chart
48,id48,45,5484.620000000001,9491.420000000002,chart
