,id,stock,bal,acc,flavour
0,id0,0,10635.359999999999,10635.359999999999,arb
1,id1,97,92.69000000000237,12889.900000000003,arb
2,id2,0,10288.909999999993,10288.909999999993,arb
3,id3,35,6963.54,11581.09,arb
4,id4,40,6333.69,11610.89,arb
5,id5,99,17.479999999997872,13078.55,arb
6,id6,99,25.269999999998902,13086.34,arb
7,id7,97,35.43000000000495,12832.640000000007,arb
8,id8,0,10154.679999999993,10154.679999999993,arb
9,id9,98,34.509999999998286,12963.65,arb
10,id10,99,45.72999999999895,13106.800000000001,arb
11,id11,51,4144.969999999979,10873.39999999998,arb
12,id12,23,8526.790000000003,11561.180000000004,arb
13,id13,50,5000.0,11596.5,arb
14,id14,1,10405.929999999995,10537.859999999995,arb
15,id15,97,37.38000000000022,12834.590000000002,arb
16,id16,0,10338.39999999999,10338.39999999999,arb
17,id17,14,8654.044999999984,10501.064999999984,arb
18,id18,37,6711.49,11592.9,arb
19,id19,0,10206.509999999995,10206.509999999995,arb
20,id20,26,8037.380000000001,11467.560000000001,arb
21,id21,98,97.859999999997,13026.999999999998,arb
22,id22,98,89.97999999999772,13019.119999999999,arb
23,id23,0,10226.11999999999,10226.11999999999,arb
24,id24,99,25.089999999998213,13086.16,arb
25,id25,98,40.61999999999911,12969.76,arb
26,id26,97,93.42000000000218,12890.630000000003,arb
27,id27,99,45.87999999999914,13106.95,arb
28,id28,99,31.379999999999256,13092.45,arb
29,id29,40,6267.63,11544.830000000002,arb
30,id30,98,95.27999999999749,13024.419999999998,arb
31,id31,38,6518.6900000000005,11532.03,arb
32,id32,0,10282.549999999988,10282.549999999988,arb
33,id33,11,9197.144999999999,10648.374999999998,arb
34,id34,99,8.609999999998536,13069.68,arb
35,id35,99,25.33999999999699,13086.409999999998,arb
36,id36,99,23.4099999999967,13084.479999999998,arb
37,id37,12,9725.75000000001,11308.910000000009,arb
38,id38,98,60.925000000000395,12990.065000000002,arb
39,id39,81,440.93500000002575,11127.265000000025,arb
40,id40,0,10337.379999999994,10337.379999999994,arb
41,id41,99,20.299999999996714,13081.369999999999,arb
42,id42,98,0.5499999999971976,12929.689999999999,arb
43,id43,52,4793.360000000001,11653.720000000001,arb
44,id44,0,10610.19,10610.19,arb
45,id45,0,10226.459999999992,10226.459999999992,arb
46,id46,26,8037.380000000001,11467.560000000001,arb
47,id47,85,425.01499999999766,11639.064999999999,arb
48,id48,93,230.4649999999965,12499.954999999996,arb
49,id49,0,11207.490000000009,11207.490000000009,arb
50,id50,99,18.774999999998258,13079.845,arb
51,id51,46,5297.55,11366.330000000002,arb
52,id52,7,9945.220000000012,10868.730000000012,arb
53,id53,45,5296.1900000000005,11233.04,arb
54,id54,0,10774.509999999997,10774.509999999997,arb
55,id55,87,58.71999999999514,11536.629999999996,arb
56,id56,86,91.91999999999871,11437.9,arb
57,id57,0,10865.220000000003,10865.220000000003,arb
58,id58,8,9844.970000000012,10900.410000000013,arb
59,id59,10,9271.089999999997,10590.389999999996,arb
60,id60,78,1038.5499999999993,11329.09,arb
61,id61,8,9844.970000000012,10900.410000000013,arb
62,id62,8,9844.970000000012,10900.410000000013,arb
63,id63,92,109.00999999999658,12246.569999999998,arb
64,id64,0,10843.570000000003,10843.570000000003,arb
65,id65,0,10642.6,10642.6,arb
66,id66,45,5382.140000000001,11318.990000000002,arb
67,id67,86,93.63000000000103,11439.610000000002,arb
68,id68,43,5659.1,11332.09,arb
69,id69,2,10664.880000000006,10928.740000000007,arb
70,id70,4,10431.270000000008,10958.990000000007,arb
71,id71,33,6745.830000000003,11099.520000000004,arb
72,id72,92,23.959999999998843,12161.52,arb
73,id73,92,71.97000000000004,12209.53,arb
74,id74,41,5846.720000000001,11255.850000000002,arb
75,id75,50,4823.5,11420.0,arb
76,id76,92,36.5699999999963,12174.129999999997,arb
77,id77,51,4685.79,11414.220000000001,arb
78,id78,77,1008.0000000000005,11166.61,arb
79,id79,91,110.97999999999989,12116.61,arb
80,id80,92,49.689999999998406,12187.25,arb
81,id81,48,4977.12,11309.76,arb
82,id82,57,3841.6699999999996,11361.68,chart
83,id83,0,10957.660000000007,10957.660000000007,arb
84,id84,21,8226.220000000003,10996.750000000004,arb
85,id85,0,10335.64000000003,10335.64000000003,arb
86,id86,0,10494.34000000005,10494.34000000005,arb
87,id87,11,9129.850000000015,10581.080000000014,arb
88,id88,11,8903.970000000003,10355.200000000003,val
89,id89,2,10615.310000000009,10879.17000000001,arb
90,id90,94,3.449999999994617,12404.869999999995,arb
91,id91,48,5476.969999999995,11809.609999999995,arb
92,id92,82,613.195,11431.455,arb
93,id93,32,7355.1900000000005,11576.95,arb
94,id94,93,22.004999999997665,12291.494999999997,arb
95,id95,65,3755.360000000007,12330.810000000009,arb
96,id96,0,10375.174999999976,10375.174999999976,noise
97,id97,9,9445.424999999988,10632.79499999999,arb
98,id98,92,82.00499999999488,12219.564999999997,arb
99,id99,91,92.19000000000136,12097.820000000002,arb
