,trading_price,volume,spread,true_price,10_MA,50_MA
0,100.0,0.0,0.0,100.0,99.37,99.38
1,100.11,99.0,3.38,99.82,99.23,99.45
2,100.23,94.0,3.52,99.92,99.33,99.5
3,100.34,98.0,3.55,100.02,99.41,99.57
4,100.16,85.0,3.45,100.12,99.48,99.65
5,99.83,48.0,1.94,100.22,99.54,99.72
6,99.78,83.0,1.94,100.32,99.77,99.77
9,100.77,6.0,1.39,100.42,99.92,99.85
10,101.43,27.0,1.99,100.52,100.18,99.96
11,101.92,49.0,1.99,100.94,100.31,100.08
12,101.5,37.0,1.99,100.89,100.46,100.19
13,102.03,27.0,1.99,101.11,100.66,100.32
14,101.08,32.0,1.99,101.21,100.76,100.39
15,102.03,10.0,1.99,101.31,100.94,100.45
16,101.37,45.0,1.99,101.41,101.04,100.51
17,102.34,7.0,1.99,101.51,101.26,100.58
18,101.42,33.0,1.91,101.61,101.42,100.63
19,102.36,5.0,1.96,101.71,101.68,100.69
20,101.43,36.0,1.96,101.81,101.75,100.72
22,102.42,2.0,1.02,101.91,101.85,100.75
23,102.54,25.0,1.86,101.87,101.91,100.82
24,101.67,36.0,1.91,101.97,101.93,100.83
25,102.61,4.0,1.94,103.1,101.99,100.85
26,101.74,67.0,1.94,103.2,102.06,100.86
27,102.73,0.0,1.02,103.3,102.13,100.88
28,102.62,63.0,1.68,103.4,102.26,100.91
37,103.61,3.0,1.38,103.5,102.39,100.95
38,102.74,27.0,1.78,103.6,102.52,101.01
41,103.73,2.0,1.38,103.52,102.66,101.09
42,102.87,24.0,1.53,103.62,102.8,101.16
43,103.86,3.0,1.02,103.72,102.94,101.25
44,103.0,17.0,1.53,103.82,102.99,101.29
45,103.99,1.0,1.02,103.92,103.22,101.36
46,103.13,19.0,1.58,104.02,103.27,101.4
47,104.12,1.0,1.02,104.25,103.51,101.45
48,103.26,13.0,1.81,104.35,103.56,101.5
49,104.21,7.0,1.38,104.75,103.72,101.55
50,103.41,36.0,1.94,104.85,103.7,101.6
56,104.4,1.0,1.38,104.78,103.87,101.68
57,103.66,37.0,1.92,104.88,103.86,101.74
58,104.65,3.0,1.02,104.46,104.04,101.81
60,103.79,2.0,0.97,104.56,104.03,101.86
62,104.78,0.0,1.02,106.89,104.21,101.97
63,104.15,87.0,1.85,106.99,104.23,102.06
64,105.14,2.0,1.38,107.09,104.43,102.17
65,105.13,87.0,1.85,107.19,104.53,102.29
66,106.08,2.0,1.38,106.96,104.81,102.46
67,105.71,55.0,1.63,107.06,104.96,102.59
69,106.66,2.0,1.34,107.16,105.28,102.75
70,106.09,37.0,1.89,107.26,105.45,102.86
74,107.04,2.0,1.34,107.36,105.79,103.0
75,106.47,31.0,1.89,106.12,105.97,103.13
77,106.44,30.0,1.89,106.22,106.24,103.26
78,106.45,25.0,1.81,106.92,106.41,103.38
80,107.4,2.0,0.98,107.02,106.74,103.52
81,106.45,2.0,0.98,107.12,106.87,103.65
85,107.39,3.0,1.34,107.22,107.1,103.8
86,107.5,54.0,1.94,107.32,107.24,103.95
89,106.55,3.0,1.34,107.45,107.32,104.07
90,107.54,4.0,1.38,107.55,107.41,104.19
91,106.59,1.0,0.98,107.99,107.46,104.28
92,107.54,2.0,0.98,108.36,107.51,104.4
93,108.48,3.0,1.63,108.47,107.71,104.53
94,107.53,2.0,1.34,108.58,107.82,104.66
95,108.47,4.0,1.34,108.69,108.02,104.79
96,108.61,52.0,1.94,108.8,108.14,104.93
97,107.87,26.0,1.89,108.95,108.28,105.04
98,108.86,2.0,1.02,109.29,108.43,105.19
99,108.54,27.0,1.86,109.4,108.53,105.31
103,109.49,2.0,1.34,109.51,108.82,105.47
