,trading_price,volume,spread,true_price,10_MA,50_MA
0,100.0,0.0,0.0,100.0,99.37,99.38
1,99.87,58.0,1.78,100.1,99.21,99.45
2,100.13,69.0,1.75,100.3,99.3,99.5
3,100.38,97.0,1.81,100.57,99.38,99.57
4,100.63,88.0,1.81,100.6,99.5,99.66
5,100.5,49.0,1.54,100.7,99.63,99.75
6,100.77,63.0,1.87,100.8,99.96,99.82
7,101.48,8.0,1.27,100.9,100.18,99.92
8,101.66,118.0,1.95,101.55,100.46,100.03
9,101.84,48.0,1.49,101.65,100.58,100.15
10,102.09,72.0,1.76,102.0,100.79,100.27
11,101.45,73.0,1.58,102.1,100.94,100.39
12,102.0,54.0,2.29,102.2,101.15,100.48
13,102.54,51.0,1.75,102.59,101.39,100.56
14,102.0,103.0,1.84,102.69,101.55,100.63
15,102.49,46.0,1.88,102.79,101.74,100.7
16,102.75,75.0,1.84,102.89,101.96,100.78
17,102.21,106.0,1.72,102.99,102.1,100.84
18,102.79,58.0,2.17,103.09,102.23,100.9
19,102.25,46.0,1.26,103.0,102.29,100.93
20,102.89,20.0,1.68,103.1,102.4,101.0
21,102.64,75.0,1.76,103.39,102.46,101.03
22,102.97,57.0,1.9,103.49,102.61,101.05
23,102.54,71.0,1.9,103.59,102.66,101.08
24,102.8,54.0,1.76,103.69,102.69,101.1
25,103.16,47.0,1.76,103.79,102.81,101.14
26,102.76,96.0,1.95,104.17,102.84,101.16
27,103.01,84.0,1.95,104.27,102.87,101.22
28,103.2,13.0,1.66,104.26,102.97,101.29
29,103.52,14.0,1.26,104.36,103.04,101.37
30,103.12,106.0,1.95,104.41,103.13,101.45
31,103.51,12.0,1.58,104.51,103.19,101.5
32,103.91,68.0,1.95,104.61,103.32,101.57
33,103.51,62.0,1.76,104.88,103.37,101.62
34,104.06,23.0,1.78,103.79,103.52,101.67
35,103.69,12.0,1.26,103.89,103.61,101.73
36,103.61,62.0,1.76,103.99,103.66,101.76
37,103.78,110.0,1.77,104.09,103.76,101.82
38,104.17,59.0,1.9,104.19,103.88,101.89
39,103.85,60.0,1.64,104.29,103.94,101.95
40,104.22,40.0,1.76,104.67,104.01,102.01
41,104.58,15.0,1.34,104.77,104.16,102.07
