,trading_price,volume,spread,true_price,10_MA,50_MA
0,100.0,0.0,0.0,100.0,99.37,99.38
1,99.92,46.0,2.07,100.1,99.21,99.45
2,100.23,108.0,1.99,100.2,99.31,99.5
3,100.29,112.0,1.98,100.3,99.39,99.57
4,100.28,40.0,1.9,100.4,99.47,99.66
5,100.28999999999999,50.0,1.98,100.5,99.58,99.74
6,100.72,73.0,1.95,100.67,99.9,99.81
7,101.3,37.0,1.98,100.77,100.1,99.9
8,101.34,28.0,1.78,100.87,100.35,100.01
9,101.46,53.0,1.95,100.97,100.43,100.12
10,102.06,30.0,1.95,101.07,100.64,100.24
11,102.0,21.0,1.77,101.17,100.84,100.37
12,102.44,30.0,1.92,101.27,101.09,100.46
13,101.7,73.0,1.97,101.37,101.24,100.52
14,102.09,80.0,2.25,100.84,101.42,100.6
15,102.12,68.0,1.97,101.3,101.6,100.66
16,102.66,77.0,1.99,101.01,101.84,100.73
17,102.46,30.0,1.95,101.11,102.01,100.79
18,101.94,12.0,1.7,101.35,102.07,100.83
19,102.48,22.0,2.37,101.45,102.18,100.86
20,102.68,47.0,1.89,101.26,102.3,100.93
21,102.17,75.0,1.97,101.36,102.31,100.95
22,102.11,38.0,1.92,101.46,102.32,100.96
23,102.14,27.0,1.95,101.51,102.29,100.98
24,102.53,56.0,1.97,101.61,102.37,100.99
25,102.63,80.0,1.97,101.71,102.42,101.02
26,102.645,51.0,1.95,101.81,102.47,101.04
27,101.72,0.0,1.06,101.91,102.38,101.08
28,102.42,21.0,2.14,102.01,102.38,101.13
29,102.36,30.0,1.95,102.11,102.42,101.19
30,102.69,20.0,1.77,102.21,102.44,101.26
31,102.25,33.0,1.95,102.31,102.4,101.29
32,102.92,13.0,1.95,102.53,102.48,101.34
33,102.41,36.0,1.95,102.63,102.51,101.37
34,102.82,66.0,1.99,102.73,102.58,101.39
35,103.19,29.0,1.95,102.83,102.65,101.44
36,102.75,37.0,1.65,102.93,102.66,101.46
38,103.12,23.0,1.7,102.62,102.71,101.51
39,103.08,47.0,1.95,102.72,102.85,101.56
40,103.45,78.0,1.97,103.0,102.95,101.61
41,103.12,17.0,1.58,103.1,103.03,101.65
42,103.51,65.0,1.97,103.2,103.11,101.69
43,103.0,48.0,1.95,103.3,103.18,101.77
44,103.57,40.0,1.95,103.28,103.24,101.85
45,103.13,43.0,1.87,103.38,103.31,101.92
46,103.7,21.0,1.87,103.48,103.4,102.01
47,103.26,45.0,1.95,103.58,103.41,102.12
48,103.94,45.0,1.99,103.68,103.53,102.21
49,103.63,39.0,1.95,103.78,103.58,102.31
50,104.21,61.0,1.9,103.16,103.69,102.38
51,103.38,64.0,1.97,102.99,103.68,102.45
52,103.89,40.0,1.92,103.13,103.76,102.53
53,103.93,68.0,1.95,102.33,103.8,102.61
54,103.01,4.0,1.18,102.43,103.8,102.67
55,103.93,13.0,1.95,102.24,103.84,102.74
56,103.39,53.0,1.89,102.34,103.87,102.8
57,103.83,75.0,1.99,102.44,103.88,102.87
58,103.29,37.0,1.77,102.4,103.88,102.92
59,103.65,41.0,1.95,103.29,103.85,102.97
60,104.06,74.0,1.99,103.39,103.89,103.02
61,103.86,46.0,1.95,103.49,103.86,103.07
62,104.44,57.0,1.99,103.4,103.97,103.12
63,103.75,45.0,1.93,103.5,103.96,103.16
64,104.35,8.0,1.69,103.6,104.0,103.2
65,104.66,60.0,1.92,103.7,104.16,103.26
66,103.83,49.0,1.99,103.8,104.15,103.29
67,104.22,51.0,1.92,104.3,104.23,103.33
68,104.76,57.0,1.97,104.4,104.32,103.37
69,104.18,62.0,1.95,104.42,104.41,103.4
70,105.05,7.0,1.68,104.52,104.55,103.46
71,104.69,10.0,1.37,104.62,104.61,103.5
72,105.34,6.0,1.77,104.06,104.76,103.55
73,104.65,32.0,1.97,103.81,104.78,103.6
74,104.74,68.0,1.97,103.91,104.88,103.65
75,105.32,16.0,1.92,103.54,104.98,103.71
76,105.12,67.0,1.95,103.67,105.03,103.76
77,105.16,70.0,1.97,103.86,105.16,103.81
78,105.39,79.0,1.92,104.09,105.28,103.86
