,trading_price,volume,spread,true_price,10_MA,50_MA
0,100.0,0.0,0.0,100.0,99.37,99.38
1,100.08,98.0,2.07,100.1,99.23,99.45
2,99.64,31.0,1.89,100.2,99.27,99.49
3,100.02,81.0,2.05,100.37,99.32,99.55
4,100.38,79.0,1.96,100.47,99.41,99.64
5,100.78,82.0,1.96,100.21,99.57,99.73
6,100.8,112.0,1.96,100.31,99.9,99.8
7,101.2,29.0,1.89,100.41,100.09,99.89
8,101.74,49.0,1.77,100.75,100.38,100.01
9,101.57,62.0,1.98,100.72,100.47,100.13
10,101.35,38.0,1.71,100.82,100.6,100.24
11,101.75,25.0,1.71,100.8,100.78,100.37
12,102.11,46.0,1.93,100.9,100.98,100.46
13,101.11,35.0,1.89,97.07,101.13,100.51
14,101.95,45.0,2.56,97.16,101.32,100.58
15,102.49,56.0,1.89,97.25,101.53,100.65
16,101.5,41.0,1.97,97.34,101.6,100.7
17,101.58,46.0,2.01,97.44,101.68,100.74
18,101.6,63.0,1.84,97.54,101.72,100.78
19,101.67,55.0,1.84,97.64,101.71,100.8
20,102.17,66.0,1.96,97.64,101.77,100.86
21,101.69,33.0,1.82,97.66,101.8,100.87
22,101.14,17.0,1.82,97.76,101.74,100.86
23,101.42,65.0,2.1,97.86,101.67,100.87
24,100.93,28.0,1.89,97.96,101.65,100.85
25,101.66,60.0,2.07,98.06,101.62,100.86
26,101.17,26.0,1.71,98.16,101.49,100.85
27,101.46,70.0,1.89,98.26,101.49,100.88
28,101.07,34.0,1.68,98.36,101.44,100.91
29,101.57,66.0,1.97,98.46,101.44,100.95
30,101.95,50.0,1.89,98.56,101.47,101.01
31,101.5,38.0,1.83,98.71,101.4,101.02
32,102.03,51.0,1.96,98.81,101.43,101.06
33,102.09,66.0,1.89,98.91,101.52,101.08
34,102.16,28.0,1.82,98.89,101.59,101.09
35,101.94,33.0,1.82,98.99,101.69,101.11
36,102.48,31.0,1.89,99.09,101.77,101.12
37,102.76,51.0,1.93,99.25,101.93,101.16
38,102.12,12.0,1.68,99.35,102.0,101.19
39,102.2,26.0,1.71,99.51,102.11,101.22
40,102.56,18.0,1.82,99.61,102.21,101.25
41,102.64,38.0,1.93,99.71,102.28,101.27
42,102.19,19.0,1.71,100.11,102.35,101.33
43,102.94,22.0,1.89,100.21,102.44,101.4
44,102.03,14.0,1.84,100.31,102.43,101.45
45,102.33,31.0,1.84,100.41,102.45,101.51
46,103.01,37.0,1.96,100.18,102.56,101.62
47,102.1,19.0,1.69,100.28,102.52,101.68
48,102.59,19.0,1.82,99.98,102.5,101.76
49,102.81,22.0,1.84,100.08,102.57,101.8
50,102.34,2.0,1.4,100.18,102.58,101.85
51,102.42,36.0,1.93,100.49,102.57,101.9
52,102.5,9.0,1.42,100.17,102.56,101.95
53,102.97,32.0,1.93,100.27,102.64,102.02
54,103.34,16.0,1.71,100.37,102.68,102.09
55,102.35,36.0,1.92,100.47,102.71,102.13
56,103.13,24.0,1.47,103.25,102.79,102.18
57,103.66,31.0,1.93,103.35,102.86,102.24
58,102.75,33.0,1.84,103.45,102.92,102.27
59,103.3,32.0,1.78,103.55,102.99,102.3
60,103.85,21.0,1.84,103.65,103.09,102.35
61,102.86,51.0,1.89,103.2,103.14,102.38
62,103.41,31.0,1.74,103.3,103.24,102.41
63,104.17,36.0,1.97,103.4,103.41,102.45
64,103.21,47.0,1.96,103.5,103.43,102.49
65,103.99,19.0,1.93,103.6,103.5,102.53
66,104.35,45.0,1.75,103.7,103.7,102.57
67,103.44,53.0,1.96,103.92,103.73,102.61
68,104.21,16.0,1.66,104.02,103.78,102.66
69,104.77,42.0,1.97,104.42,103.98,102.72
70,104.32,34.0,1.68,104.67,104.08,102.77
71,104.82,44.0,1.97,104.77,104.18,102.82
72,103.91,34.0,1.82,103.65,104.29,102.86
73,104.29,47.0,1.93,103.75,104.38,102.92
74,104.74,37.0,1.78,103.85,104.44,102.99
75,103.85,2.0,1.82,103.95,104.5,103.05
76,104.63,9.0,1.82,104.05,104.56,103.11
77,104.08,7.0,1.66,103.97,104.53,103.17
78,104.83,38.0,1.97,104.07,104.67,103.24
79,103.92,40.0,1.89,104.17,104.64,103.3
80,104.47,25.0,1.84,104.27,104.61,103.36
81,104.92,18.0,1.84,104.34,104.67,103.42
82,104.52,16.0,1.82,104.54,104.64,103.48
83,105.0,25.0,1.93,104.8,104.75,103.54
84,104.55,38.0,1.82,104.9,104.78,103.59
85,105.3,21.0,1.69,105.0,104.84,103.65
86,104.85,23.0,1.82,105.1,104.94,103.71
87,105.62,6.0,1.68,105.2,105.04,103.77
88,104.76,45.0,1.82,105.3,105.11,103.81
89,105.31,37.0,1.96,105.46,105.16,103.87
90,106.08,6.0,1.42,105.56,105.38,103.95
91,105.17,9.0,1.68,105.66,105.45,104.0
92,105.92,29.0,1.97,105.76,105.55,104.07
93,106.45,43.0,1.97,105.93,105.74,104.16
94,105.68,5.0,1.4,106.03,105.81,104.21
95,106.41,10.0,1.68,106.13,106.0,104.3
96,106.91,43.0,1.78,106.23,106.16,104.39
97,106.0,12.0,1.84,106.88,106.28,104.45
98,106.4,30.0,1.8,106.98,106.36,104.54
99,106.77,29.0,1.84,106.63,106.56,104.62
100,106.94,41.0,1.93,106.73,106.72,104.7
101,106.46,1.0,1.41,106.83,106.76,104.78
102,107.37,11.0,1.78,106.93,106.98,104.88
103,106.46,5.0,1.84,107.03,107.03,104.96
104,107.0,3.0,1.68,107.39,107.08,105.04
105,107.47,14.0,1.84,107.48,107.26,105.12
106,106.72,1.0,1.68,107.58,107.29,105.21
107,107.71,6.0,1.78,107.69,107.37,105.3
108,106.71,14.0,1.97,107.8,107.44,105.36
